state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state
27,Rural,dm_controlled,1.1,0.9,1.3,Proportion,"1.1 (0.9, 1.3)",12765,swealthq_ur,3,Maharashtra
27,Rural,dm_screened,29.6,27.4,31.7,Proportion,"29.6 (27.4, 31.7)",11821,swealthq_ur,4,Maharashtra
27,Rural,dm_disease,4.4,3.7,5,Proportion,"4.4 (3.7, 5)",11821,swealthq_ur,4,Maharashtra
27,Rural,dm_diagnosed,2.9,2.5,3.3,Proportion,"2.9 (2.5, 3.3)",11821,swealthq_ur,4,Maharashtra
27,Rural,dm_treated,2.4,2.1,2.8,Proportion,"2.4 (2.1, 2.8)",11821,swealthq_ur,4,Maharashtra
27,Rural,dm_controlled,1.6,1.3,1.9,Proportion,"1.6 (1.3, 1.9)",11821,swealthq_ur,4,Maharashtra
27,Rural,dm_screened,33.1,30.1,36,Proportion,"33.1 (30.1, 36)",10794,swealthq_ur,5,Maharashtra
27,Rural,dm_disease,6.7,6.1,7.3,Proportion,"6.7 (6.1, 7.3)",10794,swealthq_ur,5,Maharashtra
27,Rural,dm_diagnosed,4.7,4.1,5.3,Proportion,"4.7 (4.1, 5.3)",10794,swealthq_ur,5,Maharashtra
27,Rural,dm_treated,4.3,3.7,4.9,Proportion,"4.3 (3.7, 4.9)",10794,swealthq_ur,5,Maharashtra
27,Rural,dm_controlled,2.7,2.3,3.2,Proportion,"2.7 (2.3, 3.2)",10794,swealthq_ur,5,Maharashtra
27,Urban,dm_screened,28.2,23.2,33.2,Proportion,"28.2 (23.2, 33.2)",5434,swealthq_ur,1,Maharashtra
27,Urban,dm_disease,3.9,3.2,4.6,Proportion,"3.9 (3.2, 4.6)",5434,swealthq_ur,1,Maharashtra
27,Urban,dm_diagnosed,2.6,2,3.1,Proportion,"2.6 (2, 3.1)",5434,swealthq_ur,1,Maharashtra
27,Urban,dm_treated,2.2,1.6,2.8,Proportion,"2.2 (1.6, 2.8)",5434,swealthq_ur,1,Maharashtra
27,Urban,dm_controlled,1.3,0.9,1.7,Proportion,"1.3 (0.9, 1.7)",5434,swealthq_ur,1,Maharashtra
27,Urban,dm_screened,34.5,30.5,38.6,Proportion,"34.5 (30.5, 38.6)",6134,swealthq_ur,2,Maharashtra
27,Urban,dm_disease,4.9,4.1,5.7,Proportion,"4.9 (4.1, 5.7)",6134,swealthq_ur,2,Maharashtra
27,Urban,dm_diagnosed,3.4,2.7,4,Proportion,"3.4 (2.7, 4)",6134,swealthq_ur,2,Maharashtra
27,Urban,dm_treated,2.8,2.2,3.4,Proportion,"2.8 (2.2, 3.4)",6134,swealthq_ur,2,Maharashtra
27,Urban,dm_controlled,1.7,1.3,2.2,Proportion,"1.7 (1.3, 2.2)",6134,swealthq_ur,2,Maharashtra
27,Urban,dm_screened,40.6,36.7,44.5,Proportion,"40.6 (36.7, 44.5)",5969,swealthq_ur,3,Maharashtra
27,Urban,dm_disease,7.4,6.3,8.5,Proportion,"7.4 (6.3, 8.5)",5969,swealthq_ur,3,Maharashtra
27,Urban,dm_diagnosed,5.4,4.4,6.4,Proportion,"5.4 (4.4, 6.4)",5969,swealthq_ur,3,Maharashtra
27,Urban,dm_treated,4.9,3.9,5.8,Proportion,"4.9 (3.9, 5.8)",5969,swealthq_ur,3,Maharashtra
27,Urban,dm_controlled,3.1,2.4,3.8,Proportion,"3.1 (2.4, 3.8)",5969,swealthq_ur,3,Maharashtra
27,Urban,dm_screened,44.7,40.4,49,Proportion,"44.7 (40.4, 49)",5239,swealthq_ur,4,Maharashtra
27,Urban,dm_disease,9.8,8.2,11.3,Proportion,"9.8 (8.2, 11.3)",5239,swealthq_ur,4,Maharashtra
27,Urban,dm_diagnosed,7.3,6.2,8.5,Proportion,"7.3 (6.2, 8.5)",5239,swealthq_ur,4,Maharashtra
27,Urban,dm_treated,6.6,5.4,7.7,Proportion,"6.6 (5.4, 7.7)",5239,swealthq_ur,4,Maharashtra
27,Urban,dm_controlled,4.2,3.3,5.1,Proportion,"4.2 (3.3, 5.1)",5239,swealthq_ur,4,Maharashtra
27,Urban,dm_screened,54.5,49.4,59.5,Proportion,"54.5 (49.4, 59.5)",4552,swealthq_ur,5,Maharashtra
27,Urban,dm_disease,8.9,7.5,10.3,Proportion,"8.9 (7.5, 10.3)",4552,swealthq_ur,5,Maharashtra
27,Urban,dm_diagnosed,7.5,6.2,8.8,Proportion,"7.5 (6.2, 8.8)",4552,swealthq_ur,5,Maharashtra
27,Urban,dm_treated,6.8,5.5,8,Proportion,"6.8 (5.5, 8)",4552,swealthq_ur,5,Maharashtra
27,Urban,dm_controlled,5.1,4,6.3,Proportion,"5.1 (4, 6.3)",4552,swealthq_ur,5,Maharashtra
28,Rural,dm_screened,42.9,38.8,47,Proportion,"42.9 (38.8, 47)",3768,swealthq_ur,1,Andhra Pradesh
28,Rural,dm_disease,7,5.9,8,Proportion,"7 (5.9, 8)",3768,swealthq_ur,1,Andhra Pradesh
28,Rural,dm_diagnosed,4.9,3.9,5.8,Proportion,"4.9 (3.9, 5.8)",3768,swealthq_ur,1,Andhra Pradesh
28,Rural,dm_treated,4.2,3.3,5,Proportion,"4.2 (3.3, 5)",3768,swealthq_ur,1,Andhra Pradesh
28,Rural,dm_controlled,2.4,1.8,3,Proportion,"2.4 (1.8, 3)",3768,swealthq_ur,1,Andhra Pradesh
28,Rural,dm_screened,49.2,45.5,52.9,Proportion,"49.2 (45.5, 52.9)",3941,swealthq_ur,2,Andhra Pradesh
28,Rural,dm_disease,6.9,6,7.8,Proportion,"6.9 (6, 7.8)",3941,swealthq_ur,2,Andhra Pradesh
28,Rural,dm_diagnosed,4.8,4,5.6,Proportion,"4.8 (4, 5.6)",3941,swealthq_ur,2,Andhra Pradesh
28,Rural,dm_treated,4.1,3.4,4.8,Proportion,"4.1 (3.4, 4.8)",3941,swealthq_ur,2,Andhra Pradesh
28,Rural,dm_controlled,2.2,1.7,2.8,Proportion,"2.2 (1.7, 2.8)",3941,swealthq_ur,2,Andhra Pradesh
28,Rural,dm_screened,53.4,49.8,57,Proportion,"53.4 (49.8, 57)",3844,swealthq_ur,3,Andhra Pradesh
28,Rural,dm_disease,8.9,7.9,9.9,Proportion,"8.9 (7.9, 9.9)",3844,swealthq_ur,3,Andhra Pradesh
28,Rural,dm_diagnosed,6.4,5.5,7.2,Proportion,"6.4 (5.5, 7.2)",3844,swealthq_ur,3,Andhra Pradesh
28,Rural,dm_treated,5.6,4.8,6.4,Proportion,"5.6 (4.8, 6.4)",3844,swealthq_ur,3,Andhra Pradesh
28,Rural,dm_controlled,3,2.4,3.6,Proportion,"3 (2.4, 3.6)",3844,swealthq_ur,3,Andhra Pradesh
28,Rural,dm_screened,55.5,52.2,58.7,Proportion,"55.5 (52.2, 58.7)",3795,swealthq_ur,4,Andhra Pradesh
28,Rural,dm_disease,9.9,8.9,10.9,Proportion,"9.9 (8.9, 10.9)",3795,swealthq_ur,4,Andhra Pradesh
28,Rural,dm_diagnosed,7.1,6.2,8,Proportion,"7.1 (6.2, 8)",3795,swealthq_ur,4,Andhra Pradesh
28,Rural,dm_treated,6.2,5.4,7.1,Proportion,"6.2 (5.4, 7.1)",3795,swealthq_ur,4,Andhra Pradesh
28,Rural,dm_controlled,3.6,3,4.2,Proportion,"3.6 (3, 4.2)",3795,swealthq_ur,4,Andhra Pradesh
28,Rural,dm_screened,61.5,58.1,64.9,Proportion,"61.5 (58.1, 64.9)",3795,swealthq_ur,5,Andhra Pradesh
28,Rural,dm_disease,13.7,12.3,15.1,Proportion,"13.7 (12.3, 15.1)",3795,swealthq_ur,5,Andhra Pradesh
28,Rural,dm_diagnosed,10.7,9.3,12,Proportion,"10.7 (9.3, 12)",3795,swealthq_ur,5,Andhra Pradesh
28,Rural,dm_treated,9.7,8.4,10.9,Proportion,"9.7 (8.4, 10.9)",3795,swealthq_ur,5,Andhra Pradesh
28,Rural,dm_controlled,5,4.1,5.8,Proportion,"5 (4.1, 5.8)",3795,swealthq_ur,5,Andhra Pradesh
28,Urban,dm_screened,48.7,43.4,54,Proportion,"48.7 (43.4, 54)",1491,swealthq_ur,1,Andhra Pradesh
28,Urban,dm_disease,10.2,8.3,12.1,Proportion,"10.2 (8.3, 12.1)",1491,swealthq_ur,1,Andhra Pradesh
28,Urban,dm_diagnosed,6.6,5.1,8.1,Proportion,"6.6 (5.1, 8.1)",1491,swealthq_ur,1,Andhra Pradesh
28,Urban,dm_treated,5.6,4.2,7.1,Proportion,"5.6 (4.2, 7.1)",1491,swealthq_ur,1,Andhra Pradesh
28,Urban,dm_controlled,2.6,1.7,3.4,Proportion,"2.6 (1.7, 3.4)",1491,swealthq_ur,1,Andhra Pradesh
28,Urban,dm_screened,53.7,47.8,59.6,Proportion,"53.7 (47.8, 59.6)",1477,swealthq_ur,2,Andhra Pradesh
28,Urban,dm_disease,12.7,10.5,14.9,Proportion,"12.7 (10.5, 14.9)",1477,swealthq_ur,2,Andhra Pradesh
28,Urban,dm_diagnosed,9.1,7.1,11.1,Proportion,"9.1 (7.1, 11.1)",1477,swealthq_ur,2,Andhra Pradesh
28,Urban,dm_treated,7.9,6.1,9.7,Proportion,"7.9 (6.1, 9.7)",1477,swealthq_ur,2,Andhra Pradesh
28,Urban,dm_controlled,3.8,2.5,5.2,Proportion,"3.8 (2.5, 5.2)",1477,swealthq_ur,2,Andhra Pradesh
28,Urban,dm_screened,58.1,53,63.2,Proportion,"58.1 (53, 63.2)",1511,swealthq_ur,3,Andhra Pradesh
28,Urban,dm_disease,13.9,11.7,16.1,Proportion,"13.9 (11.7, 16.1)",1511,swealthq_ur,3,Andhra Pradesh
28,Urban,dm_diagnosed,10.4,8.4,12.3,Proportion,"10.4 (8.4, 12.3)",1511,swealthq_ur,3,Andhra Pradesh
28,Urban,dm_treated,9.7,7.9,11.5,Proportion,"9.7 (7.9, 11.5)",1511,swealthq_ur,3,Andhra Pradesh
28,Urban,dm_controlled,5.1,3.9,6.3,Proportion,"5.1 (3.9, 6.3)",1511,swealthq_ur,3,Andhra Pradesh
28,Urban,dm_screened,58,53.2,62.9,Proportion,"58 (53.2, 62.9)",1492,swealthq_ur,4,Andhra Pradesh
28,Urban,dm_disease,15.4,13.4,17.5,Proportion,"15.4 (13.4, 17.5)",1492,swealthq_ur,4,Andhra Pradesh
28,Urban,dm_diagnosed,11,9.2,12.9,Proportion,"11 (9.2, 12.9)",1492,swealthq_ur,4,Andhra Pradesh
28,Urban,dm_treated,10.2,8.4,12,Proportion,"10.2 (8.4, 12)",1492,swealthq_ur,4,Andhra Pradesh
28,Urban,dm_controlled,5.2,3.9,6.4,Proportion,"5.2 (3.9, 6.4)",1492,swealthq_ur,4,Andhra Pradesh
28,Urban,dm_screened,64.2,58.7,69.7,Proportion,"64.2 (58.7, 69.7)",1392,swealthq_ur,5,Andhra Pradesh
28,Urban,dm_disease,17.5,14.8,20.2,Proportion,"17.5 (14.8, 20.2)",1392,swealthq_ur,5,Andhra Pradesh
28,Urban,dm_diagnosed,14,11.5,16.5,Proportion,"14 (11.5, 16.5)",1392,swealthq_ur,5,Andhra Pradesh
28,Urban,dm_treated,12.5,10.1,15,Proportion,"12.5 (10.1, 15)",1392,swealthq_ur,5,Andhra Pradesh
28,Urban,dm_controlled,7.6,5.8,9.3,Proportion,"7.6 (5.8, 9.3)",1392,swealthq_ur,5,Andhra Pradesh
29,Rural,dm_screened,32.7,29.9,35.4,Proportion,"32.7 (29.9, 35.4)",9819,swealthq_ur,1,Karnataka
29,Rural,dm_disease,3.5,3,4,Proportion,"3.5 (3, 4)",9819,swealthq_ur,1,Karnataka
29,Rural,dm_diagnosed,2.2,1.8,2.6,Proportion,"2.2 (1.8, 2.6)",9819,swealthq_ur,1,Karnataka
29,Rural,dm_treated,1.7,1.4,2.1,Proportion,"1.7 (1.4, 2.1)",9819,swealthq_ur,1,Karnataka
29,Rural,dm_controlled,1.1,0.8,1.4,Proportion,"1.1 (0.8, 1.4)",9819,swealthq_ur,1,Karnataka
29,Rural,dm_screened,34.2,31.8,36.6,Proportion,"34.2 (31.8, 36.6)",10122,swealthq_ur,2,Karnataka
29,Rural,dm_disease,4.7,4.2,5.3,Proportion,"4.7 (4.2, 5.3)",10122,swealthq_ur,2,Karnataka
29,Rural,dm_diagnosed,3.2,2.7,3.7,Proportion,"3.2 (2.7, 3.7)",10122,swealthq_ur,2,Karnataka
29,Rural,dm_treated,2.4,2,2.8,Proportion,"2.4 (2, 2.8)",10122,swealthq_ur,2,Karnataka
29,Rural,dm_controlled,1.4,1.2,1.7,Proportion,"1.4 (1.2, 1.7)",10122,swealthq_ur,2,Karnataka
29,Rural,dm_screened,39,36.5,41.6,Proportion,"39 (36.5, 41.6)",10641,swealthq_ur,3,Karnataka
29,Rural,dm_disease,5.5,4.9,6.1,Proportion,"5.5 (4.9, 6.1)",10641,swealthq_ur,3,Karnataka
29,Rural,dm_diagnosed,3.5,3.1,4,Proportion,"3.5 (3.1, 4)",10641,swealthq_ur,3,Karnataka
29,Rural,dm_treated,3,2.6,3.5,Proportion,"3 (2.6, 3.5)",10641,swealthq_ur,3,Karnataka
29,Rural,dm_controlled,1.9,1.5,2.2,Proportion,"1.9 (1.5, 2.2)",10641,swealthq_ur,3,Karnataka
29,Rural,dm_screened,42.5,39.9,45.2,Proportion,"42.5 (39.9, 45.2)",10933,swealthq_ur,4,Karnataka
29,Rural,dm_disease,6.7,6.1,7.3,Proportion,"6.7 (6.1, 7.3)",10933,swealthq_ur,4,Karnataka
29,Rural,dm_diagnosed,4.4,3.9,5,Proportion,"4.4 (3.9, 5)",10933,swealthq_ur,4,Karnataka
29,Rural,dm_treated,3.8,3.3,4.3,Proportion,"3.8 (3.3, 4.3)",10933,swealthq_ur,4,Karnataka
29,Rural,dm_controlled,1.9,1.6,2.2,Proportion,"1.9 (1.6, 2.2)",10933,swealthq_ur,4,Karnataka
29,Rural,dm_screened,48.4,45.1,51.7,Proportion,"48.4 (45.1, 51.7)",10962,swealthq_ur,5,Karnataka
29,Rural,dm_disease,9,8.2,9.8,Proportion,"9 (8.2, 9.8)",10962,swealthq_ur,5,Karnataka
29,Rural,dm_diagnosed,6.5,5.9,7.2,Proportion,"6.5 (5.9, 7.2)",10962,swealthq_ur,5,Karnataka
29,Rural,dm_treated,5.9,5.3,6.5,Proportion,"5.9 (5.3, 6.5)",10962,swealthq_ur,5,Karnataka
29,Rural,dm_controlled,3.2,2.8,3.6,Proportion,"3.2 (2.8, 3.6)",10962,swealthq_ur,5,Karnataka
29,Urban,dm_screened,36.1,31.1,41.1,Proportion,"36.1 (31.1, 41.1)",4973,swealthq_ur,1,Karnataka
29,Urban,dm_disease,5.4,4.5,6.2,Proportion,"5.4 (4.5, 6.2)",4973,swealthq_ur,1,Karnataka
29,Urban,dm_diagnosed,3.4,2.6,4.2,Proportion,"3.4 (2.6, 4.2)",4973,swealthq_ur,1,Karnataka
29,Urban,dm_treated,3.1,2.3,3.8,Proportion,"3.1 (2.3, 3.8)",4973,swealthq_ur,1,Karnataka
29,Urban,dm_controlled,1.6,1.1,2.1,Proportion,"1.6 (1.1, 2.1)",4973,swealthq_ur,1,Karnataka
29,Urban,dm_screened,43.4,38.9,47.9,Proportion,"43.4 (38.9, 47.9)",4575,swealthq_ur,2,Karnataka
29,Urban,dm_disease,8.2,7.1,9.3,Proportion,"8.2 (7.1, 9.3)",4575,swealthq_ur,2,Karnataka
29,Urban,dm_diagnosed,5.8,4.8,6.8,Proportion,"5.8 (4.8, 6.8)",4575,swealthq_ur,2,Karnataka
29,Urban,dm_treated,5.1,4.2,6,Proportion,"5.1 (4.2, 6)",4575,swealthq_ur,2,Karnataka
29,Urban,dm_controlled,2.6,2,3.2,Proportion,"2.6 (2, 3.2)",4575,swealthq_ur,2,Karnataka
29,Urban,dm_screened,47.8,42.8,52.8,Proportion,"47.8 (42.8, 52.8)",4207,swealthq_ur,3,Karnataka
29,Urban,dm_disease,10.1,8.8,11.5,Proportion,"10.1 (8.8, 11.5)",4207,swealthq_ur,3,Karnataka
29,Urban,dm_diagnosed,7.1,5.9,8.3,Proportion,"7.1 (5.9, 8.3)",4207,swealthq_ur,3,Karnataka
29,Urban,dm_treated,6.6,5.4,7.8,Proportion,"6.6 (5.4, 7.8)",4207,swealthq_ur,3,Karnataka
29,Urban,dm_controlled,3.5,2.6,4.4,Proportion,"3.5 (2.6, 4.4)",4207,swealthq_ur,3,Karnataka
29,Urban,dm_screened,46.2,39.5,52.9,Proportion,"46.2 (39.5, 52.9)",3460,swealthq_ur,4,Karnataka
29,Urban,dm_disease,10.1,8.4,11.8,Proportion,"10.1 (8.4, 11.8)",3460,swealthq_ur,4,Karnataka
29,Urban,dm_diagnosed,7.7,6.1,9.2,Proportion,"7.7 (6.1, 9.2)",3460,swealthq_ur,4,Karnataka
29,Urban,dm_treated,7,5.6,8.4,Proportion,"7 (5.6, 8.4)",3460,swealthq_ur,4,Karnataka
29,Urban,dm_controlled,3.7,2.8,4.7,Proportion,"3.7 (2.8, 4.7)",3460,swealthq_ur,4,Karnataka
29,Urban,dm_screened,50,42,58,Proportion,"50 (42, 58)",3125,swealthq_ur,5,Karnataka
29,Urban,dm_disease,11.2,8.8,13.6,Proportion,"11.2 (8.8, 13.6)",3125,swealthq_ur,5,Karnataka
29,Urban,dm_diagnosed,9.2,7.1,11.3,Proportion,"9.2 (7.1, 11.3)",3125,swealthq_ur,5,Karnataka
29,Urban,dm_treated,8.2,6.3,10.2,Proportion,"8.2 (6.3, 10.2)",3125,swealthq_ur,5,Karnataka
29,Urban,dm_controlled,4.6,3.4,5.8,Proportion,"4.6 (3.4, 5.8)",3125,swealthq_ur,5,Karnataka
30,Rural,dm_screened,74.4,67.3,81.6,Proportion,"74.4 (67.3, 81.6)",366,swealthq_ur,1,Goa
30,Rural,dm_disease,7.6,4.5,10.7,Proportion,"7.6 (4.5, 10.7)",366,swealthq_ur,1,Goa
30,Rural,dm_diagnosed,6.4,3.8,9,Proportion,"6.4 (3.8, 9)",366,swealthq_ur,1,Goa
30,Rural,dm_treated,5,2.7,7.2,Proportion,"5 (2.7, 7.2)",366,swealthq_ur,1,Goa
30,Rural,dm_controlled,2.3,0.5,4.2,Proportion,"2.3 (0.5, 4.2)",366,swealthq_ur,1,Goa
30,Rural,dm_screened,79.4,71.1,87.7,Proportion,"79.4 (71.1, 87.7)",373,swealthq_ur,2,Goa
30,Rural,dm_disease,12.7,9.5,15.8,Proportion,"12.7 (9.5, 15.8)",373,swealthq_ur,2,Goa
30,Rural,dm_diagnosed,9.9,7.2,12.7,Proportion,"9.9 (7.2, 12.7)",373,swealthq_ur,2,Goa
30,Rural,dm_treated,7.6,4.3,10.9,Proportion,"7.6 (4.3, 10.9)",373,swealthq_ur,2,Goa
30,Rural,dm_controlled,5.4,2.7,8.2,Proportion,"5.4 (2.7, 8.2)",373,swealthq_ur,2,Goa
30,Rural,dm_screened,77.8,66.3,89.2,Proportion,"77.8 (66.3, 89.2)",389,swealthq_ur,3,Goa
30,Rural,dm_disease,12.6,8.6,16.6,Proportion,"12.6 (8.6, 16.6)",389,swealthq_ur,3,Goa
30,Rural,dm_diagnosed,8.3,5.4,11.3,Proportion,"8.3 (5.4, 11.3)",389,swealthq_ur,3,Goa
30,Rural,dm_treated,8.3,5.4,11.3,Proportion,"8.3 (5.4, 11.3)",389,swealthq_ur,3,Goa
30,Rural,dm_controlled,4.6,2.4,6.8,Proportion,"4.6 (2.4, 6.8)",389,swealthq_ur,3,Goa
30,Rural,dm_screened,76.6,68,85.2,Proportion,"76.6 (68, 85.2)",379,swealthq_ur,4,Goa
30,Rural,dm_disease,15.1,11.6,18.5,Proportion,"15.1 (11.6, 18.5)",379,swealthq_ur,4,Goa
30,Rural,dm_diagnosed,13.8,10.4,17.2,Proportion,"13.8 (10.4, 17.2)",379,swealthq_ur,4,Goa
30,Rural,dm_treated,11.8,8.4,15.3,Proportion,"11.8 (8.4, 15.3)",379,swealthq_ur,4,Goa
30,Rural,dm_controlled,7.4,5,9.9,Proportion,"7.4 (5, 9.9)",379,swealthq_ur,4,Goa
30,Rural,dm_screened,81.5,72.3,90.6,Proportion,"81.5 (72.3, 90.6)",421,swealthq_ur,5,Goa
30,Rural,dm_disease,13.1,9.7,16.5,Proportion,"13.1 (9.7, 16.5)",421,swealthq_ur,5,Goa
30,Rural,dm_diagnosed,11.3,7.7,14.8,Proportion,"11.3 (7.7, 14.8)",421,swealthq_ur,5,Goa
30,Rural,dm_treated,11.3,7.7,14.8,Proportion,"11.3 (7.7, 14.8)",421,swealthq_ur,5,Goa
30,Rural,dm_controlled,7,4.3,9.7,Proportion,"7 (4.3, 9.7)",421,swealthq_ur,5,Goa
30,Urban,dm_screened,70.7,61.6,79.8,Proportion,"70.7 (61.6, 79.8)",524,swealthq_ur,1,Goa
30,Urban,dm_disease,7.7,5.4,9.9,Proportion,"7.7 (5.4, 9.9)",524,swealthq_ur,1,Goa
30,Urban,dm_diagnosed,5.6,3.5,7.7,Proportion,"5.6 (3.5, 7.7)",524,swealthq_ur,1,Goa
30,Urban,dm_treated,5.1,3.3,6.9,Proportion,"5.1 (3.3, 6.9)",524,swealthq_ur,1,Goa
30,Urban,dm_controlled,2.4,0.8,4,Proportion,"2.4 (0.8, 4)",524,swealthq_ur,1,Goa
30,Urban,dm_screened,80.8,75.3,86.3,Proportion,"80.8 (75.3, 86.3)",636,swealthq_ur,2,Goa
30,Urban,dm_disease,9.4,6.3,12.4,Proportion,"9.4 (6.3, 12.4)",636,swealthq_ur,2,Goa
30,Urban,dm_diagnosed,7.9,5.5,10.3,Proportion,"7.9 (5.5, 10.3)",636,swealthq_ur,2,Goa
30,Urban,dm_treated,7.4,5,9.7,Proportion,"7.4 (5, 9.7)",636,swealthq_ur,2,Goa
30,Urban,dm_controlled,4.5,2.7,6.3,Proportion,"4.5 (2.7, 6.3)",636,swealthq_ur,2,Goa
30,Urban,dm_screened,79.2,72.8,85.6,Proportion,"79.2 (72.8, 85.6)",595,swealthq_ur,3,Goa
30,Urban,dm_disease,11.7,8.8,14.6,Proportion,"11.7 (8.8, 14.6)",595,swealthq_ur,3,Goa
30,Urban,dm_diagnosed,9.4,6.9,11.9,Proportion,"9.4 (6.9, 11.9)",595,swealthq_ur,3,Goa
30,Urban,dm_treated,7.9,5.4,10.3,Proportion,"7.9 (5.4, 10.3)",595,swealthq_ur,3,Goa
30,Urban,dm_controlled,5,3,6.9,Proportion,"5 (3, 6.9)",595,swealthq_ur,3,Goa
30,Urban,dm_screened,79,73.2,84.7,Proportion,"79 (73.2, 84.7)",602,swealthq_ur,4,Goa
30,Urban,dm_disease,13.7,11.1,16.4,Proportion,"13.7 (11.1, 16.4)",602,swealthq_ur,4,Goa
30,Urban,dm_diagnosed,11.7,9.2,14.2,Proportion,"11.7 (9.2, 14.2)",602,swealthq_ur,4,Goa
30,Urban,dm_treated,10.9,8.6,13.3,Proportion,"10.9 (8.6, 13.3)",602,swealthq_ur,4,Goa
30,Urban,dm_controlled,7.4,5,9.9,Proportion,"7.4 (5, 9.9)",602,swealthq_ur,4,Goa
30,Urban,dm_screened,83.7,78.2,89.2,Proportion,"83.7 (78.2, 89.2)",649,swealthq_ur,5,Goa
30,Urban,dm_disease,13.4,11.1,15.8,Proportion,"13.4 (11.1, 15.8)",649,swealthq_ur,5,Goa
30,Urban,dm_diagnosed,11.9,10,13.9,Proportion,"11.9 (10, 13.9)",649,swealthq_ur,5,Goa
30,Urban,dm_treated,10.9,8.9,13,Proportion,"10.9 (8.9, 13)",649,swealthq_ur,5,Goa
30,Urban,dm_controlled,6.3,4.3,8.4,Proportion,"6.3 (4.3, 8.4)",649,swealthq_ur,5,Goa
31,Rural,dm_screened,84.5,79.6,89.4,Proportion,"84.5 (79.6, 89.4)",134,swealthq_ur,1,Lakshadweep
31,Rural,dm_disease,8.5,5.5,11.6,Proportion,"8.5 (5.5, 11.6)",134,swealthq_ur,1,Lakshadweep
31,Rural,dm_diagnosed,6.3,2.6,9.9,Proportion,"6.3 (2.6, 9.9)",134,swealthq_ur,1,Lakshadweep
31,Rural,dm_treated,4.8,0.7,8.9,Proportion,"4.8 (0.7, 8.9)",134,swealthq_ur,1,Lakshadweep
31,Rural,dm_controlled,1.8,-0.4,4.1,Proportion,"1.8 (-0.4, 4.1)",134,swealthq_ur,1,Lakshadweep
31,Rural,dm_screened,79.4,74.2,84.6,Proportion,"79.4 (74.2, 84.6)",123,swealthq_ur,2,Lakshadweep
31,Rural,dm_disease,10.1,5.1,15,Proportion,"10.1 (5.1, 15)",123,swealthq_ur,2,Lakshadweep
31,Rural,dm_diagnosed,8.3,4.1,12.5,Proportion,"8.3 (4.1, 12.5)",123,swealthq_ur,2,Lakshadweep
31,Rural,dm_treated,7.1,4.1,10.1,Proportion,"7.1 (4.1, 10.1)",123,swealthq_ur,2,Lakshadweep
31,Rural,dm_controlled,5.9,3.1,8.7,Proportion,"5.9 (3.1, 8.7)",123,swealthq_ur,2,Lakshadweep
31,Rural,dm_screened,65.4,44.1,86.6,Proportion,"65.4 (44.1, 86.6)",115,swealthq_ur,3,Lakshadweep
31,Rural,dm_disease,5.2,2.5,7.8,Proportion,"5.2 (2.5, 7.8)",115,swealthq_ur,3,Lakshadweep
31,Rural,dm_diagnosed,4.7,2,7.3,Proportion,"4.7 (2, 7.3)",115,swealthq_ur,3,Lakshadweep
31,Rural,dm_treated,4.1,1.4,6.8,Proportion,"4.1 (1.4, 6.8)",115,swealthq_ur,3,Lakshadweep
31,Rural,dm_controlled,2.3,-0.3,5,Proportion,"2.3 (-0.3, 5)",115,swealthq_ur,3,Lakshadweep
31,Rural,dm_screened,81.8,76.6,87.1,Proportion,"81.8 (76.6, 87.1)",141,swealthq_ur,4,Lakshadweep
31,Rural,dm_disease,9.4,6.2,12.6,Proportion,"9.4 (6.2, 12.6)",141,swealthq_ur,4,Lakshadweep
31,Rural,dm_diagnosed,7.2,4.1,10.3,Proportion,"7.2 (4.1, 10.3)",141,swealthq_ur,4,Lakshadweep
31,Rural,dm_treated,4.8,2.7,6.9,Proportion,"4.8 (2.7, 6.9)",141,swealthq_ur,4,Lakshadweep
31,Rural,dm_controlled,2,-0.2,4.2,Proportion,"2 (-0.2, 4.2)",141,swealthq_ur,4,Lakshadweep
31,Rural,dm_screened,83.5,78.1,89,Proportion,"83.5 (78.1, 89)",98,swealthq_ur,5,Lakshadweep
31,Rural,dm_disease,15.9,6,25.9,Proportion,"15.9 (6, 25.9)",98,swealthq_ur,5,Lakshadweep
31,Rural,dm_diagnosed,15.9,6,25.9,Proportion,"15.9 (6, 25.9)",98,swealthq_ur,5,Lakshadweep
31,Rural,dm_treated,12.1,4.3,19.9,Proportion,"12.1 (4.3, 19.9)",98,swealthq_ur,5,Lakshadweep
31,Rural,dm_controlled,6.2,1.3,11,Proportion,"6.2 (1.3, 11)",98,swealthq_ur,5,Lakshadweep
31,Urban,dm_screened,80.5,74.7,86.3,Proportion,"80.5 (74.7, 86.3)",449,swealthq_ur,1,Lakshadweep
31,Urban,dm_disease,10.7,7.1,14.3,Proportion,"10.7 (7.1, 14.3)",449,swealthq_ur,1,Lakshadweep
31,Urban,dm_diagnosed,9.3,5.9,12.8,Proportion,"9.3 (5.9, 12.8)",449,swealthq_ur,1,Lakshadweep
31,Urban,dm_treated,8.1,5.8,10.4,Proportion,"8.1 (5.8, 10.4)",449,swealthq_ur,1,Lakshadweep
31,Urban,dm_controlled,4.5,2.3,6.6,Proportion,"4.5 (2.3, 6.6)",449,swealthq_ur,1,Lakshadweep
31,Urban,dm_screened,85.9,81.2,90.5,Proportion,"85.9 (81.2, 90.5)",465,swealthq_ur,2,Lakshadweep
