state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
20,dm_controlled,66.8,59.3,73.5,Proportion,"66.8 (59.3, 73.5)",421,caste,General,Jharkhand,East
20,highbp,36.6,30.9,42.7,Proportion,"36.6 (30.9, 42.7)",421,caste,General,Jharkhand,East
20,invhighbp,63.4,57.3,69.1,Proportion,"63.4 (57.3, 69.1)",421,caste,General,Jharkhand,East
20,dm_treated,45.3,38.7,52.1,Proportion,"45.3 (38.7, 52.1)",973,caste,OBC,Jharkhand,East
20,dm_controlled,72.2,67.4,76.6,Proportion,"72.2 (67.4, 76.6)",973,caste,OBC,Jharkhand,East
20,highbp,31,26.7,35.6,Proportion,"31 (26.7, 35.6)",973,caste,OBC,Jharkhand,East
20,invhighbp,69,64.4,73.3,Proportion,"69 (64.4, 73.3)",973,caste,OBC,Jharkhand,East
20,dm_treated,41.3,31.6,51.6,Proportion,"41.3 (31.6, 51.6)",299,caste,Schedule Caste,Jharkhand,East
20,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",299,caste,Schedule Caste,Jharkhand,East
20,highbp,0,0,0,Proportion,"0 (0, 0)",299,caste,Schedule Caste,Jharkhand,East
20,invhighbp,NA,NA,NA,Proportion,"NaN (NaN, NaN)",299,caste,Schedule Caste,Jharkhand,East
20,dm_treated,0,0,0,Proportion,"0 (0, 0)",416,caste,Schedule Tribe,Jharkhand,East
20,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",416,caste,Schedule Tribe,Jharkhand,East
20,highbp,0,0,0,Proportion,"0 (0, 0)",416,caste,Schedule Tribe,Jharkhand,East
20,invhighbp,NA,NA,NA,Proportion,"NaN (NaN, NaN)",416,caste,Schedule Tribe,Jharkhand,East
21,dm_treated,70.9,63.6,77.4,Proportion,"70.9 (63.6, 77.4)",824,caste,General,Odisha,East
21,dm_controlled,57.5,51.7,63,Proportion,"57.5 (51.7, 63)",824,caste,General,Odisha,East
21,highbp,34.4,30.9,38.1,Proportion,"34.4 (30.9, 38.1)",823,caste,General,Odisha,East
21,invhighbp,65.6,61.9,69.1,Proportion,"65.6 (61.9, 69.1)",823,caste,General,Odisha,East
21,dm_treated,75.4,71.1,79.3,Proportion,"75.4 (71.1, 79.3)",892,caste,OBC,Odisha,East
21,dm_controlled,54.5,50.4,58.6,Proportion,"54.5 (50.4, 58.6)",892,caste,OBC,Odisha,East
21,highbp,37.6,34,41.4,Proportion,"37.6 (34, 41.4)",890,caste,OBC,Odisha,East
21,invhighbp,62.4,58.6,66,Proportion,"62.4 (58.6, 66)",890,caste,OBC,Odisha,East
21,dm_treated,63.1,55,70.5,Proportion,"63.1 (55, 70.5)",423,caste,Schedule Caste,Odisha,East
21,dm_controlled,55.1,48.4,61.6,Proportion,"55.1 (48.4, 61.6)",423,caste,Schedule Caste,Odisha,East
21,highbp,33.2,27.9,39,Proportion,"33.2 (27.9, 39)",422,caste,Schedule Caste,Odisha,East
21,invhighbp,66.8,61,72.1,Proportion,"66.8 (61, 72.1)",422,caste,Schedule Caste,Odisha,East
21,dm_treated,63.4,54.3,71.7,Proportion,"63.4 (54.3, 71.7)",197,caste,Schedule Tribe,Odisha,East
21,dm_controlled,67.5,59.2,74.8,Proportion,"67.5 (59.2, 74.8)",197,caste,Schedule Tribe,Odisha,East
21,highbp,33,26.2,40.6,Proportion,"33 (26.2, 40.6)",196,caste,Schedule Tribe,Odisha,East
21,invhighbp,67,59.4,73.8,Proportion,"67 (59.4, 73.8)",196,caste,Schedule Tribe,Odisha,East
22,dm_treated,68.9,59,77.3,Proportion,"68.9 (59, 77.3)",262,caste,General,Chhattisgarh,Central
22,dm_controlled,68.4,59.9,75.9,Proportion,"68.4 (59.9, 75.9)",262,caste,General,Chhattisgarh,Central
22,highbp,45.1,36.6,54,Proportion,"45.1 (36.6, 54)",261,caste,General,Chhattisgarh,Central
22,invhighbp,54.9,46,63.4,Proportion,"54.9 (46, 63.4)",261,caste,General,Chhattisgarh,Central
22,dm_treated,56.4,49.3,63.3,Proportion,"56.4 (49.3, 63.3)",719,caste,OBC,Chhattisgarh,Central
22,dm_controlled,72.8,67.9,77.1,Proportion,"72.8 (67.9, 77.1)",719,caste,OBC,Chhattisgarh,Central
22,highbp,44.4,40.2,48.7,Proportion,"44.4 (40.2, 48.7)",719,caste,OBC,Chhattisgarh,Central
22,invhighbp,55.6,51.3,59.8,Proportion,"55.6 (51.3, 59.8)",719,caste,OBC,Chhattisgarh,Central
22,dm_treated,52.4,41.3,63.3,Proportion,"52.4 (41.3, 63.3)",275,caste,Schedule Caste,Chhattisgarh,Central
22,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",275,caste,Schedule Caste,Chhattisgarh,Central
22,highbp,46.2,37.9,54.7,Proportion,"46.2 (37.9, 54.7)",275,caste,Schedule Caste,Chhattisgarh,Central
22,invhighbp,53.8,45.3,62.1,Proportion,"53.8 (45.3, 62.1)",275,caste,Schedule Caste,Chhattisgarh,Central
22,dm_treated,49.5,40.7,58.4,Proportion,"49.5 (40.7, 58.4)",311,caste,Schedule Tribe,Chhattisgarh,Central
22,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",311,caste,Schedule Tribe,Chhattisgarh,Central
22,highbp,38.3,32,44.9,Proportion,"38.3 (32, 44.9)",309,caste,Schedule Tribe,Chhattisgarh,Central
22,invhighbp,61.7,55.1,68,Proportion,"61.7 (55.1, 68)",309,caste,Schedule Tribe,Chhattisgarh,Central
23,dm_treated,69.8,64.8,74.4,Proportion,"69.8 (64.8, 74.4)",646,caste,General,Madhya Pradesh,Central
23,dm_controlled,57.2,52.7,61.7,Proportion,"57.2 (52.7, 61.7)",646,caste,General,Madhya Pradesh,Central
23,highbp,43.6,39,48.3,Proportion,"43.6 (39, 48.3)",644,caste,General,Madhya Pradesh,Central
23,invhighbp,56.4,51.7,61,Proportion,"56.4 (51.7, 61)",644,caste,General,Madhya Pradesh,Central
23,dm_treated,67,62.4,71.4,Proportion,"67 (62.4, 71.4)",989,caste,OBC,Madhya Pradesh,Central
23,dm_controlled,63.2,59.2,67,Proportion,"63.2 (59.2, 67)",989,caste,OBC,Madhya Pradesh,Central
23,highbp,42.5,38.6,46.6,Proportion,"42.5 (38.6, 46.6)",989,caste,OBC,Madhya Pradesh,Central
23,invhighbp,57.5,53.4,61.4,Proportion,"57.5 (53.4, 61.4)",989,caste,OBC,Madhya Pradesh,Central
23,dm_treated,69.4,62.6,75.4,Proportion,"69.4 (62.6, 75.4)",310,caste,Schedule Caste,Madhya Pradesh,Central
23,dm_controlled,61.3,54.7,67.5,Proportion,"61.3 (54.7, 67.5)",310,caste,Schedule Caste,Madhya Pradesh,Central
23,highbp,37.7,31.6,44.2,Proportion,"37.7 (31.6, 44.2)",310,caste,Schedule Caste,Madhya Pradesh,Central
23,invhighbp,62.3,55.8,68.4,Proportion,"62.3 (55.8, 68.4)",310,caste,Schedule Caste,Madhya Pradesh,Central
23,dm_treated,68.3,59.8,75.8,Proportion,"68.3 (59.8, 75.8)",177,caste,Schedule Tribe,Madhya Pradesh,Central
23,dm_controlled,58.7,49.6,67.1,Proportion,"58.7 (49.6, 67.1)",177,caste,Schedule Tribe,Madhya Pradesh,Central
23,highbp,44.8,36.3,53.5,Proportion,"44.8 (36.3, 53.5)",177,caste,Schedule Tribe,Madhya Pradesh,Central
23,invhighbp,55.2,46.5,63.7,Proportion,"55.2 (46.5, 63.7)",177,caste,Schedule Tribe,Madhya Pradesh,Central
24,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",904,caste,General,Gujarat,West
24,dm_controlled,56.2,52,60.2,Proportion,"56.2 (52, 60.2)",904,caste,General,Gujarat,West
24,highbp,35.3,31.4,39.5,Proportion,"35.3 (31.4, 39.5)",903,caste,General,Gujarat,West
24,invhighbp,64.7,60.5,68.6,Proportion,"64.7 (60.5, 68.6)",903,caste,General,Gujarat,West
24,dm_treated,81.9,78.3,85,Proportion,"81.9 (78.3, 85)",1010,caste,OBC,Gujarat,West
24,dm_controlled,57.8,53.8,61.6,Proportion,"57.8 (53.8, 61.6)",1010,caste,OBC,Gujarat,West
24,highbp,35.5,31.3,39.9,Proportion,"35.5 (31.3, 39.9)",1008,caste,OBC,Gujarat,West
24,invhighbp,64.5,60.1,68.7,Proportion,"64.5 (60.1, 68.7)",1008,caste,OBC,Gujarat,West
24,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",255,caste,Schedule Caste,Gujarat,West
24,dm_controlled,58.4,50.4,65.9,Proportion,"58.4 (50.4, 65.9)",255,caste,Schedule Caste,Gujarat,West
24,highbp,0,0,0,Proportion,"0 (0, 0)",255,caste,Schedule Caste,Gujarat,West
24,invhighbp,NA,NA,NA,Proportion,"NaN (NaN, NaN)",255,caste,Schedule Caste,Gujarat,West
24,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",257,caste,Schedule Tribe,Gujarat,West
24,dm_controlled,51.5,43.4,59.6,Proportion,"51.5 (43.4, 59.6)",257,caste,Schedule Tribe,Gujarat,West
24,highbp,37.3,29.1,46.3,Proportion,"37.3 (29.1, 46.3)",257,caste,Schedule Tribe,Gujarat,West
24,invhighbp,62.7,53.7,70.9,Proportion,"62.7 (53.7, 70.9)",257,caste,Schedule Tribe,Gujarat,West
25,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",48,caste,General,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_controlled,23.6,12.9,39.2,Proportion,"23.6 (12.9, 39.2)",48,caste,General,Dadra & Nagar Haveli And Daman & Diu,West
25,highbp,0,0,NA,Proportion,"0 (0, NaN)",48,caste,General,Dadra & Nagar Haveli And Daman & Diu,West
25,invhighbp,NA,0,NA,Proportion,"NaN (0, NaN)",48,caste,General,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",127,caste,OBC,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_controlled,53.8,37.2,69.6,Proportion,"53.8 (37.2, 69.6)",127,caste,OBC,Dadra & Nagar Haveli And Daman & Diu,West
25,highbp,35.7,23.8,49.6,Proportion,"35.7 (23.8, 49.6)",127,caste,OBC,Dadra & Nagar Haveli And Daman & Diu,West
25,invhighbp,64.3,50.4,76.2,Proportion,"64.3 (50.4, 76.2)",127,caste,OBC,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",20,caste,Schedule Caste,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_controlled,NA,0,NA,Proportion,"NaN (0, NaN)",20,caste,Schedule Caste,Dadra & Nagar Haveli And Daman & Diu,West
25,highbp,0,0,NA,Proportion,"0 (0, NaN)",20,caste,Schedule Caste,Dadra & Nagar Haveli And Daman & Diu,West
25,invhighbp,NA,0,NA,Proportion,"NaN (0, NaN)",20,caste,Schedule Caste,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",28,caste,Schedule Tribe,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_controlled,61,37.7,80.2,Proportion,"61 (37.7, 80.2)",28,caste,Schedule Tribe,Dadra & Nagar Haveli And Daman & Diu,West
25,highbp,0,0,NA,Proportion,"0 (0, NaN)",28,caste,Schedule Tribe,Dadra & Nagar Haveli And Daman & Diu,West
25,invhighbp,NA,0,NA,Proportion,"NaN (0, NaN)",28,caste,Schedule Tribe,Dadra & Nagar Haveli And Daman & Diu,West
27,dm_treated,88.3,85.3,90.8,Proportion,"88.3 (85.3, 90.8)",1315,caste,General,Maharashtra,West
27,dm_controlled,59.9,55.7,63.9,Proportion,"59.9 (55.7, 63.9)",1315,caste,General,Maharashtra,West
27,highbp,40.6,36.9,44.4,Proportion,"40.6 (36.9, 44.4)",1313,caste,General,Maharashtra,West
27,invhighbp,59.4,55.6,63.1,Proportion,"59.4 (55.6, 63.1)",1313,caste,General,Maharashtra,West
27,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",939,caste,OBC,Maharashtra,West
27,dm_controlled,60.4,56.1,64.6,Proportion,"60.4 (56.1, 64.6)",939,caste,OBC,Maharashtra,West
27,highbp,38.9,34.8,43.1,Proportion,"38.9 (34.8, 43.1)",938,caste,OBC,Maharashtra,West
27,invhighbp,61.1,56.9,65.2,Proportion,"61.1 (56.9, 65.2)",938,caste,OBC,Maharashtra,West
27,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",408,caste,Schedule Caste,Maharashtra,West
27,dm_controlled,65.3,58.9,71.1,Proportion,"65.3 (58.9, 71.1)",408,caste,Schedule Caste,Maharashtra,West
27,highbp,35.5,29.4,42.1,Proportion,"35.5 (29.4, 42.1)",407,caste,Schedule Caste,Maharashtra,West
27,invhighbp,64.5,57.9,70.6,Proportion,"64.5 (57.9, 70.6)",407,caste,Schedule Caste,Maharashtra,West
27,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",177,caste,Schedule Tribe,Maharashtra,West
27,dm_controlled,60.2,51.5,68.3,Proportion,"60.2 (51.5, 68.3)",177,caste,Schedule Tribe,Maharashtra,West
27,highbp,36.6,29.2,44.6,Proportion,"36.6 (29.2, 44.6)",177,caste,Schedule Tribe,Maharashtra,West
27,invhighbp,63.4,55.4,70.8,Proportion,"63.4 (55.4, 70.8)",177,caste,Schedule Tribe,Maharashtra,West
28,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",635,caste,General,Andhra Pradesh,South
28,dm_controlled,48.2,43.8,52.6,Proportion,"48.2 (43.8, 52.6)",635,caste,General,Andhra Pradesh,South
28,highbp,40.3,35.7,45.1,Proportion,"40.3 (35.7, 45.1)",634,caste,General,Andhra Pradesh,South
28,invhighbp,59.7,54.9,64.3,Proportion,"59.7 (54.9, 64.3)",634,caste,General,Andhra Pradesh,South
28,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",922,caste,OBC,Andhra Pradesh,South
28,dm_controlled,49.2,45.5,52.9,Proportion,"49.2 (45.5, 52.9)",922,caste,OBC,Andhra Pradesh,South
28,highbp,41.3,38,44.7,Proportion,"41.3 (38, 44.7)",921,caste,OBC,Andhra Pradesh,South
28,invhighbp,58.7,55.3,62,Proportion,"58.7 (55.3, 62)",921,caste,OBC,Andhra Pradesh,South
28,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",381,caste,Schedule Caste,Andhra Pradesh,South
28,dm_controlled,46,40.8,51.4,Proportion,"46 (40.8, 51.4)",381,caste,Schedule Caste,Andhra Pradesh,South
28,highbp,39.1,34.2,44.2,Proportion,"39.1 (34.2, 44.2)",381,caste,Schedule Caste,Andhra Pradesh,South
28,invhighbp,60.9,55.8,65.8,Proportion,"60.9 (55.8, 65.8)",381,caste,Schedule Caste,Andhra Pradesh,South
28,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",31,caste,Schedule Tribe,Andhra Pradesh,South
28,dm_controlled,54.5,32.7,74.7,Proportion,"54.5 (32.7, 74.7)",31,caste,Schedule Tribe,Andhra Pradesh,South
28,highbp,0,0,NA,Proportion,"0 (0, NaN)",31,caste,Schedule Tribe,Andhra Pradesh,South
28,invhighbp,NA,0,NA,Proportion,"NaN (0, NaN)",31,caste,Schedule Tribe,Andhra Pradesh,South
29,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",530,caste,General,Karnataka,South
29,dm_controlled,51.3,45.4,57.1,Proportion,"51.3 (45.4, 57.1)",530,caste,General,Karnataka,South
29,highbp,43.2,35.1,51.7,Proportion,"43.2 (35.1, 51.7)",529,caste,General,Karnataka,South
29,invhighbp,56.8,48.3,64.9,Proportion,"56.8 (48.3, 64.9)",529,caste,General,Karnataka,South
29,dm_treated,89,86.6,91,Proportion,"89 (86.6, 91)",2062,caste,OBC,Karnataka,South
29,dm_controlled,50,46.3,53.8,Proportion,"50 (46.3, 53.8)",2062,caste,OBC,Karnataka,South
29,highbp,42.3,39,45.7,Proportion,"42.3 (39, 45.7)",2056,caste,OBC,Karnataka,South
29,invhighbp,57.7,54.3,61,Proportion,"57.7 (54.3, 61)",2056,caste,OBC,Karnataka,South
29,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",562,caste,Schedule Caste,Karnataka,South
29,dm_controlled,49.5,43.4,55.5,Proportion,"49.5 (43.4, 55.5)",562,caste,Schedule Caste,Karnataka,South
29,highbp,45,38.7,51.4,Proportion,"45 (38.7, 51.4)",560,caste,Schedule Caste,Karnataka,South
29,invhighbp,55,48.6,61.3,Proportion,"55 (48.6, 61.3)",560,caste,Schedule Caste,Karnataka,South
29,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",268,caste,Schedule Tribe,Karnataka,South
29,dm_controlled,61.2,52.6,69.1,Proportion,"61.2 (52.6, 69.1)",268,caste,Schedule Tribe,Karnataka,South
29,highbp,44.1,36.2,52.3,Proportion,"44.1 (36.2, 52.3)",268,caste,Schedule Tribe,Karnataka,South
29,invhighbp,55.9,47.7,63.8,Proportion,"55.9 (47.7, 63.8)",268,caste,Schedule Tribe,Karnataka,South
30,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",330,caste,General,Goa,West
30,dm_controlled,56.9,50.5,63,Proportion,"56.9 (50.5, 63)",330,caste,General,Goa,West
30,highbp,33.8,27.8,40.4,Proportion,"33.8 (27.8, 40.4)",330,caste,General,Goa,West
30,invhighbp,66.2,59.6,72.2,Proportion,"66.2 (59.6, 72.2)",330,caste,General,Goa,West
30,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",112,caste,OBC,Goa,West
30,dm_controlled,41.7,31.7,52.5,Proportion,"41.7 (31.7, 52.5)",112,caste,OBC,Goa,West
30,highbp,31.7,22.4,42.7,Proportion,"31.7 (22.4, 42.7)",112,caste,OBC,Goa,West
30,invhighbp,68.3,57.3,77.6,Proportion,"68.3 (57.3, 77.6)",112,caste,OBC,Goa,West
30,dm_treated,100,100,100,Proportion,"100 (100, 100)",22,caste,Schedule Caste,Goa,West
30,dm_controlled,38,19.1,61.4,Proportion,"38 (19.1, 61.4)",22,caste,Schedule Caste,Goa,West
30,highbp,38.3,17.6,64.3,Proportion,"38.3 (17.6, 64.3)",22,caste,Schedule Caste,Goa,West
30,invhighbp,61.7,35.7,82.4,Proportion,"61.7 (35.7, 82.4)",22,caste,Schedule Caste,Goa,West
30,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",28,caste,Schedule Tribe,Goa,West
30,dm_controlled,57.4,32.4,79.1,Proportion,"57.4 (32.4, 79.1)",28,caste,Schedule Tribe,Goa,West
30,highbp,46,28.8,64.3,Proportion,"46 (28.8, 64.3)",28,caste,Schedule Tribe,Goa,West
30,invhighbp,54,35.7,71.2,Proportion,"54 (35.7, 71.2)",28,caste,Schedule Tribe,Goa,West
31,dm_treated,100,100,100,Proportion,"100 (100, 100)",21,caste,General,Lakshadweep,South
31,dm_controlled,NA,0,NA,Proportion,"NaN (0, NaN)",21,caste,General,Lakshadweep,South
31,highbp,51.6,33.1,69.7,Proportion,"51.6 (33.1, 69.7)",21,caste,General,Lakshadweep,South
31,invhighbp,48.4,30.3,66.9,Proportion,"48.4 (30.3, 66.9)",21,caste,General,Lakshadweep,South
31,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",17,caste,OBC,Lakshadweep,South
31,dm_controlled,NA,NA,NA,Proportion,"NaN (NaN, NaN)",17,caste,OBC,Lakshadweep,South
31,highbp,47.2,28.3,66.9,Proportion,"47.2 (28.3, 66.9)",17,caste,OBC,Lakshadweep,South
31,invhighbp,52.8,33.1,71.7,Proportion,"52.8 (33.1, 71.7)",17,caste,OBC,Lakshadweep,South
31,dm_treated,100,100,100,Proportion,"100 (100, 100)",8,caste,Schedule Caste,Lakshadweep,South
31,dm_controlled,0,0,NA,Proportion,"0 (0, NaN)",8,caste,Schedule Caste,Lakshadweep,South
31,highbp,48.2,11.8,86.6,Proportion,"48.2 (11.8, 86.6)",8,caste,Schedule Caste,Lakshadweep,South
31,invhighbp,51.8,13.4,88.2,Proportion,"51.8 (13.4, 88.2)",8,caste,Schedule Caste,Lakshadweep,South
31,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",221,caste,Schedule Tribe,Lakshadweep,South
31,dm_controlled,54.9,46.6,62.9,Proportion,"54.9 (46.6, 62.9)",221,caste,Schedule Tribe,Lakshadweep,South
31,highbp,50.9,43.2,58.6,Proportion,"50.9 (43.2, 58.6)",221,caste,Schedule Tribe,Lakshadweep,South
31,invhighbp,49.1,41.4,56.8,Proportion,"49.1 (41.4, 56.8)",221,caste,Schedule Tribe,Lakshadweep,South
32,dm_treated,84.3,81.9,86.3,Proportion,"84.3 (81.9, 86.3)",1943,caste,General,Kerala,South
32,dm_controlled,58.8,56.1,61.5,Proportion,"58.8 (56.1, 61.5)",1943,caste,General,Kerala,South
32,highbp,40.3,37.7,43,Proportion,"40.3 (37.7, 43)",1938,caste,General,Kerala,South
32,invhighbp,59.7,57,62.3,Proportion,"59.7 (57, 62.3)",1938,caste,General,Kerala,South
32,dm_treated,83.9,81.8,85.7,Proportion,"83.9 (81.8, 85.7)",2057,caste,OBC,Kerala,South
32,dm_controlled,55,52.5,57.4,Proportion,"55 (52.5, 57.4)",2057,caste,OBC,Kerala,South
32,highbp,40.4,37.9,43,Proportion,"40.4 (37.9, 43)",2054,caste,OBC,Kerala,South
32,invhighbp,59.6,57,62.1,Proportion,"59.6 (57, 62.1)",2054,caste,OBC,Kerala,South
32,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",423,caste,Schedule Caste,Kerala,South
32,dm_controlled,57.6,51.6,63.5,Proportion,"57.6 (51.6, 63.5)",423,caste,Schedule Caste,Kerala,South
32,highbp,40.4,35.3,45.6,Proportion,"40.4 (35.3, 45.6)",422,caste,Schedule Caste,Kerala,South
32,invhighbp,59.6,54.4,64.7,Proportion,"59.6 (54.4, 64.7)",422,caste,Schedule Caste,Kerala,South
32,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",84,caste,Schedule Tribe,Kerala,South
32,dm_controlled,NA,0,NA,Proportion,"NaN (0, NaN)",84,caste,Schedule Tribe,Kerala,South
32,highbp,35.2,26.1,45.6,Proportion,"35.2 (26.1, 45.6)",84,caste,Schedule Tribe,Kerala,South
32,invhighbp,64.8,54.4,73.9,Proportion,"64.8 (54.4, 73.9)",84,caste,Schedule Tribe,Kerala,South
33,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",199,caste,General,Tamil Nadu,South
33,dm_controlled,47.6,39.6,55.8,Proportion,"47.6 (39.6, 55.8)",199,caste,General,Tamil Nadu,South
33,highbp,39.4,31.5,47.9,Proportion,"39.4 (31.5, 47.9)",199,caste,General,Tamil Nadu,South
33,invhighbp,60.6,52.1,68.5,Proportion,"60.6 (52.1, 68.5)",199,caste,General,Tamil Nadu,South
33,dm_treated,70.6,65.9,74.9,Proportion,"70.6 (65.9, 74.9)",5589,caste,OBC,Tamil Nadu,South
33,dm_controlled,56.5,53.7,59.3,Proportion,"56.5 (53.7, 59.3)",5589,caste,OBC,Tamil Nadu,South
33,highbp,36.6,34.8,38.5,Proportion,"36.6 (34.8, 38.5)",5585,caste,OBC,Tamil Nadu,South
33,invhighbp,63.4,61.5,65.2,Proportion,"63.4 (61.5, 65.2)",5585,caste,OBC,Tamil Nadu,South
33,dm_treated,63.1,57.2,68.6,Proportion,"63.1 (57.2, 68.6)",1647,caste,Schedule Caste,Tamil Nadu,South
33,dm_controlled,64.1,60.3,67.7,Proportion,"64.1 (60.3, 67.7)",1647,caste,Schedule Caste,Tamil Nadu,South
33,highbp,35.4,31.9,39,Proportion,"35.4 (31.9, 39)",1645,caste,Schedule Caste,Tamil Nadu,South
33,invhighbp,64.6,61,68.1,Proportion,"64.6 (61, 68.1)",1645,caste,Schedule Caste,Tamil Nadu,South
33,dm_treated,NA,0,NA,Proportion,"NaN (0, NaN)",71,caste,Schedule Tribe,Tamil Nadu,South
33,dm_controlled,54.1,39.7,67.8,Proportion,"54.1 (39.7, 67.8)",71,caste,Schedule Tribe,Tamil Nadu,South
33,highbp,0,0,0,Proportion,"0 (0, 0)",71,caste,Schedule Tribe,Tamil Nadu,South
33,invhighbp,NA,NA,NA,Proportion,"NaN (NaN, NaN)",71,caste,Schedule Tribe,Tamil Nadu,South
34,dm_treated,NA,0,NA,Proportion,"NaN (0, NaN)",157,caste,General,Puducherry,South
34,dm_controlled,65.5,49.6,78.6,Proportion,"65.5 (49.6, 78.6)",157,caste,General,Puducherry,South
34,highbp,42.6,26.4,60.6,Proportion,"42.6 (26.4, 60.6)",157,caste,General,Puducherry,South
34,invhighbp,57.4,39.4,73.6,Proportion,"57.4 (39.4, 73.6)",157,caste,General,Puducherry,South
34,dm_treated,87.3,80.4,92,Proportion,"87.3 (80.4, 92)",837,caste,OBC,Puducherry,South
34,dm_controlled,53.9,47.8,59.8,Proportion,"53.9 (47.8, 59.8)",837,caste,OBC,Puducherry,South
34,highbp,32.8,25.8,40.7,Proportion,"32.8 (25.8, 40.7)",836,caste,OBC,Puducherry,South
34,invhighbp,67.2,59.3,74.2,Proportion,"67.2 (59.3, 74.2)",836,caste,OBC,Puducherry,South
34,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",126,caste,Schedule Caste,Puducherry,South
34,dm_controlled,63.3,50.4,74.6,Proportion,"63.3 (50.4, 74.6)",126,caste,Schedule Caste,Puducherry,South
34,highbp,34.3,23.8,46.7,Proportion,"34.3 (23.8, 46.7)",126,caste,Schedule Caste,Puducherry,South
34,invhighbp,65.7,53.3,76.2,Proportion,"65.7 (53.3, 76.2)",126,caste,Schedule Caste,Puducherry,South
34,dm_treated,100,0,NA,Proportion,"100 (0, NaN)",2,caste,Schedule Tribe,Puducherry,South
34,dm_controlled,69.9,0,NA,Proportion,"69.9 (0, NaN)",2,caste,Schedule Tribe,Puducherry,South
34,highbp,0,0,NA,Proportion,"0 (0, NaN)",2,caste,Schedule Tribe,Puducherry,South
34,invhighbp,100,0,NA,Proportion,"100 (0, NaN)",2,caste,Schedule Tribe,Puducherry,South
35,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",273,caste,General,Andaman & Nicobar Islands,South
35,dm_controlled,54.5,46.9,61.9,Proportion,"54.5 (46.9, 61.9)",273,caste,General,Andaman & Nicobar Islands,South
35,highbp,42.8,36.7,49.2,Proportion,"42.8 (36.7, 49.2)",273,caste,General,Andaman & Nicobar Islands,South
35,invhighbp,57.2,50.8,63.3,Proportion,"57.2 (50.8, 63.3)",273,caste,General,Andaman & Nicobar Islands,South
35,dm_treated,NA,NA,NA,Proportion,"NaN (NaN, NaN)",104,caste,OBC,Andaman & Nicobar Islands,South
35,dm_controlled,49.4,39.3,59.7,Proportion,"49.4 (39.3, 59.7)",104,caste,OBC,Andaman & Nicobar Islands,South
35,highbp,37.3,28.3,47.3,Proportion,"37.3 (28.3, 47.3)",104,caste,OBC,Andaman & Nicobar Islands,South
35,invhighbp,62.7,52.7,71.7,Proportion,"62.7 (52.7, 71.7)",104,caste,OBC,Andaman & Nicobar Islands,South
35,dm_treated,NA,0,NA,Proportion,"NaN (0, NaN)",3,caste,Schedule Caste,Andaman & Nicobar Islands,South
35,dm_controlled,0,0,NA,Proportion,"0 (0, NaN)",3,caste,Schedule Caste,Andaman & Nicobar Islands,South
35,highbp,0,0,NA,Proportion,"0 (0, NaN)",3,caste,Schedule Caste,Andaman & Nicobar Islands,South
35,invhighbp,NA,0,NA,Proportion,"NaN (0, NaN)",3,caste,Schedule Caste,Andaman & Nicobar Islands,South
