REGCODE,REGNAME,n5_state,v024,variable,estimate,lci,uci,strata,est_ci
568,Shimoga,Karnataka,29,Controlled,63,46.2,79.9,Total,"63 (46.2, 79.9)"
569,Udupi,Karnataka,29,Treated,73.9,62.2,85.6,Total,"73.9 (62.2, 85.6)"
569,Udupi,Karnataka,29,Controlled,61,50.4,71.6,Total,"61 (50.4, 71.6)"
570,Chikmagalur,Karnataka,29,Treated,84.9,74.3,95.6,Total,"84.9 (74.3, 95.6)"
570,Chikmagalur,Karnataka,29,Controlled,57.3,44,70.5,Total,"57.3 (44, 70.5)"
571,Tumkur,Karnataka,29,Treated,83.2,64.6,101.7,Total,"83.2 (64.6, 101.7)"
571,Tumkur,Karnataka,29,Controlled,54.4,36.7,72.1,Total,"54.4 (36.7, 72.1)"
572,Bangalore,Karnataka,29,Treated,78.8,66.8,90.8,Total,"78.8 (66.8, 90.8)"
572,Bangalore,Karnataka,29,Controlled,42.9,30.2,55.6,Total,"42.9 (30.2, 55.6)"
573,Mandya,Karnataka,29,Treated,98,95.8,100.2,Total,"98 (95.8, 100.2)"
573,Mandya,Karnataka,29,Controlled,31,14.1,47.8,Total,"31 (14.1, 47.8)"
574,Hassan,Karnataka,29,Treated,77.3,66.1,88.5,Total,"77.3 (66.1, 88.5)"
574,Hassan,Karnataka,29,Controlled,53.8,41.8,65.8,Total,"53.8 (41.8, 65.8)"
575,Dakshina Kannada,Karnataka,29,Treated,89.4,79.2,99.6,Total,"89.4 (79.2, 99.6)"
575,Dakshina Kannada,Karnataka,29,Controlled,73.5,68.5,78.6,Total,"73.5 (68.5, 78.6)"
576,Kodagu,Karnataka,29,Treated,80.8,67.7,93.9,Total,"80.8 (67.7, 93.9)"
576,Kodagu,Karnataka,29,Controlled,63.1,52,74.2,Total,"63.1 (52, 74.2)"
577,Mysore,Karnataka,29,Treated,87.6,73.5,101.6,Total,"87.6 (73.5, 101.6)"
577,Mysore,Karnataka,29,Controlled,47,31.5,62.5,Total,"47 (31.5, 62.5)"
578,Chamarajanagar,Karnataka,29,Treated,95.1,92.3,97.8,Total,"95.1 (92.3, 97.8)"
578,Chamarajanagar,Karnataka,29,Controlled,42.7,18.9,66.5,Total,"42.7 (18.9, 66.5)"
579,Gulbarga,Karnataka,29,Treated,52.9,36.5,69.4,Total,"52.9 (36.5, 69.4)"
579,Gulbarga,Karnataka,29,Controlled,80.3,71.6,89,Total,"80.3 (71.6, 89)"
580,Yadgir,Karnataka,29,Treated,72.3,51.8,92.9,Total,"72.3 (51.8, 92.9)"
580,Yadgir,Karnataka,29,Controlled,76.7,70.9,82.6,Total,"76.7 (70.9, 82.6)"
581,Kolar,Karnataka,29,Treated,66.8,50.3,83.2,Total,"66.8 (50.3, 83.2)"
581,Kolar,Karnataka,29,Controlled,60.5,42.6,78.5,Total,"60.5 (42.6, 78.5)"
582,Chikkaballapura,Karnataka,29,Treated,81.1,68.7,93.6,Total,"81.1 (68.7, 93.6)"
582,Chikkaballapura,Karnataka,29,Controlled,61.2,46.8,75.6,Total,"61.2 (46.8, 75.6)"
583,Bangalore Rural,Karnataka,29,Treated,86.1,75.1,97,Total,"86.1 (75.1, 97)"
583,Bangalore Rural,Karnataka,29,Controlled,39.4,27.6,51.2,Total,"39.4 (27.6, 51.2)"
584,Ramanagara,Karnataka,29,Treated,91.2,80.6,101.8,Total,"91.2 (80.6, 101.8)"
584,Ramanagara,Karnataka,29,Controlled,35.1,19.3,51,Total,"35.1 (19.3, 51)"
585,North Goa,Goa,30,Treated,69,53.3,84.7,Total,"69 (53.3, 84.7)"
585,North Goa,Goa,30,Controlled,64.7,54.7,74.7,Total,"64.7 (54.7, 74.7)"
586,South Goa,Goa,30,Treated,81.2,67.4,94.9,Total,"81.2 (67.4, 94.9)"
586,South Goa,Goa,30,Controlled,57.6,43.5,71.8,Total,"57.6 (43.5, 71.8)"
587,Lakshadweep,Lakshadweep,31,Treated,65.7,54.6,76.9,Total,"65.7 (54.6, 76.9)"
587,Lakshadweep,Lakshadweep,31,Controlled,63.2,54.3,72.1,Total,"63.2 (54.3, 72.1)"
588,Kasaragod,Kerala,32,Treated,71.7,53.8,89.6,Total,"71.7 (53.8, 89.6)"
588,Kasaragod,Kerala,32,Controlled,54.8,36.4,73.1,Total,"54.8 (36.4, 73.1)"
589,Kannur,Kerala,32,Treated,55.3,43.2,67.3,Total,"55.3 (43.2, 67.3)"
589,Kannur,Kerala,32,Controlled,69.2,60.3,78.1,Total,"69.2 (60.3, 78.1)"
590,Wayanad,Kerala,32,Treated,65.7,51.5,79.8,Total,"65.7 (51.5, 79.8)"
590,Wayanad,Kerala,32,Controlled,77,68.3,85.8,Total,"77 (68.3, 85.8)"
591,Kozhikode,Kerala,32,Treated,74.4,60.5,88.3,Total,"74.4 (60.5, 88.3)"
591,Kozhikode,Kerala,32,Controlled,48.3,34.8,61.8,Total,"48.3 (34.8, 61.8)"
592,Malappuram,Kerala,32,Treated,63.7,52.4,74.9,Total,"63.7 (52.4, 74.9)"
592,Malappuram,Kerala,32,Controlled,64.7,52.8,76.7,Total,"64.7 (52.8, 76.7)"
593,Palakkad,Kerala,32,Treated,68.5,55.1,82,Total,"68.5 (55.1, 82)"
593,Palakkad,Kerala,32,Controlled,48.7,38.1,59.2,Total,"48.7 (38.1, 59.2)"
594,Thrissur,Kerala,32,Treated,63.3,54.4,72.1,Total,"63.3 (54.4, 72.1)"
594,Thrissur,Kerala,32,Controlled,70.7,63.8,77.6,Total,"70.7 (63.8, 77.6)"
595,Ernakulam,Kerala,32,Treated,82.8,73.3,92.3,Total,"82.8 (73.3, 92.3)"
595,Ernakulam,Kerala,32,Controlled,55.1,42.7,67.5,Total,"55.1 (42.7, 67.5)"
596,Idukki,Kerala,32,Treated,68.4,57.5,79.2,Total,"68.4 (57.5, 79.2)"
596,Idukki,Kerala,32,Controlled,61.5,49.3,73.6,Total,"61.5 (49.3, 73.6)"
597,Kottayam,Kerala,32,Treated,67.2,56.3,78.2,Total,"67.2 (56.3, 78.2)"
597,Kottayam,Kerala,32,Controlled,61,53.1,68.8,Total,"61 (53.1, 68.8)"
598,Alappuzha,Kerala,32,Treated,78.3,68.4,88.3,Total,"78.3 (68.4, 88.3)"
598,Alappuzha,Kerala,32,Controlled,50.7,41.3,60.1,Total,"50.7 (41.3, 60.1)"
599,Pathanamthitta,Kerala,32,Treated,69.9,58.8,81.1,Total,"69.9 (58.8, 81.1)"
599,Pathanamthitta,Kerala,32,Controlled,67.4,59.8,75,Total,"67.4 (59.8, 75)"
600,Kollam,Kerala,32,Treated,67.3,56.2,78.3,Total,"67.3 (56.2, 78.3)"
600,Kollam,Kerala,32,Controlled,59.6,48.5,70.7,Total,"59.6 (48.5, 70.7)"
601,Thiruvananthapuram,Kerala,32,Treated,69.8,60.5,79,Total,"69.8 (60.5, 79)"
601,Thiruvananthapuram,Kerala,32,Controlled,52.6,41.1,64.1,Total,"52.6 (41.1, 64.1)"
602,Thiruvallur,Tamil Nadu,33,Treated,62.4,47.6,77.2,Total,"62.4 (47.6, 77.2)"
602,Thiruvallur,Tamil Nadu,33,Controlled,61.7,50.3,73,Total,"61.7 (50.3, 73)"
603,Chennai,Tamil Nadu,33,Treated,60,36.1,83.9,Total,"60 (36.1, 83.9)"
603,Chennai,Tamil Nadu,33,Controlled,70.3,60.5,80.1,Total,"70.3 (60.5, 80.1)"
604,Kancheepuram,Tamil Nadu,33,Treated,66.1,53.6,78.6,Total,"66.1 (53.6, 78.6)"
604,Kancheepuram,Tamil Nadu,33,Controlled,57.6,48.5,66.7,Total,"57.6 (48.5, 66.7)"
605,Vellore,Tamil Nadu,33,Treated,90,78.4,101.6,Total,"90 (78.4, 101.6)"
605,Vellore,Tamil Nadu,33,Controlled,51.3,40.8,61.8,Total,"51.3 (40.8, 61.8)"
606,Tiruvannamalai,Tamil Nadu,33,Treated,46.4,24.6,68.2,Total,"46.4 (24.6, 68.2)"
606,Tiruvannamalai,Tamil Nadu,33,Controlled,64.2,45.5,82.8,Total,"64.2 (45.5, 82.8)"
607,Viluppuram,Tamil Nadu,33,Treated,43,32.6,53.4,Total,"43 (32.6, 53.4)"
607,Viluppuram,Tamil Nadu,33,Controlled,70.9,61.9,79.9,Total,"70.9 (61.9, 79.9)"
608,Salem,Tamil Nadu,33,Treated,91.6,78.6,104.6,Total,"91.6 (78.6, 104.6)"
608,Salem,Tamil Nadu,33,Controlled,46,26.9,65.2,Total,"46 (26.9, 65.2)"
609,Namakkal,Tamil Nadu,33,Treated,83.4,67.3,99.6,Total,"83.4 (67.3, 99.6)"
609,Namakkal,Tamil Nadu,33,Controlled,48.9,30.1,67.7,Total,"48.9 (30.1, 67.7)"
610,Erode,Tamil Nadu,33,Treated,86.9,76.6,97.1,Total,"86.9 (76.6, 97.1)"
610,Erode,Tamil Nadu,33,Controlled,51.8,37.1,66.6,Total,"51.8 (37.1, 66.6)"
611,The Nilgiris,Tamil Nadu,33,Treated,76.9,63.4,90.5,Total,"76.9 (63.4, 90.5)"
611,The Nilgiris,Tamil Nadu,33,Controlled,51.7,38.1,65.3,Total,"51.7 (38.1, 65.3)"
612,Dindigul,Tamil Nadu,33,Treated,84.5,75.1,93.8,Total,"84.5 (75.1, 93.8)"
612,Dindigul,Tamil Nadu,33,Controlled,55,44.1,66,Total,"55 (44.1, 66)"
613,Karur,Tamil Nadu,33,Treated,65.9,49.8,82.1,Total,"65.9 (49.8, 82.1)"
613,Karur,Tamil Nadu,33,Controlled,34.7,20.4,49,Total,"34.7 (20.4, 49)"
614,Tiruchirappalli,Tamil Nadu,33,Treated,81.4,65.8,97,Total,"81.4 (65.8, 97)"
614,Tiruchirappalli,Tamil Nadu,33,Controlled,55.3,44.1,66.5,Total,"55.3 (44.1, 66.5)"
615,Perambalur,Tamil Nadu,33,Treated,47.4,31.2,63.5,Total,"47.4 (31.2, 63.5)"
615,Perambalur,Tamil Nadu,33,Controlled,70.5,59.5,81.6,Total,"70.5 (59.5, 81.6)"
616,Ariyalur,Tamil Nadu,33,Treated,43.4,28.4,58.4,Total,"43.4 (28.4, 58.4)"
616,Ariyalur,Tamil Nadu,33,Controlled,66.6,53.4,79.7,Total,"66.6 (53.4, 79.7)"
617,Cuddalore,Tamil Nadu,33,Treated,67.4,51.5,83.2,Total,"67.4 (51.5, 83.2)"
617,Cuddalore,Tamil Nadu,33,Controlled,55.6,43.5,67.6,Total,"55.6 (43.5, 67.6)"
618,Nagapattinam,Tamil Nadu,33,Treated,44.4,31.1,57.6,Total,"44.4 (31.1, 57.6)"
618,Nagapattinam,Tamil Nadu,33,Controlled,71.5,60.7,82.4,Total,"71.5 (60.7, 82.4)"
619,Thiruvarur,Tamil Nadu,33,Treated,37.1,20.7,53.5,Total,"37.1 (20.7, 53.5)"
619,Thiruvarur,Tamil Nadu,33,Controlled,72.2,62.3,82.1,Total,"72.2 (62.3, 82.1)"
620,Thanjavur,Tamil Nadu,33,Treated,80.1,63.5,96.8,Total,"80.1 (63.5, 96.8)"
620,Thanjavur,Tamil Nadu,33,Controlled,54.4,38.9,69.9,Total,"54.4 (38.9, 69.9)"
621,Pudukkottai,Tamil Nadu,33,Treated,88.2,78.2,98.3,Total,"88.2 (78.2, 98.3)"
621,Pudukkottai,Tamil Nadu,33,Controlled,52.3,39.7,64.9,Total,"52.3 (39.7, 64.9)"
622,Sivaganga,Tamil Nadu,33,Treated,64.3,45.6,82.9,Total,"64.3 (45.6, 82.9)"
622,Sivaganga,Tamil Nadu,33,Controlled,66.2,54.7,77.7,Total,"66.2 (54.7, 77.7)"
623,Madurai,Tamil Nadu,33,Treated,26.7,19.6,33.9,Total,"26.7 (19.6, 33.9)"
623,Madurai,Tamil Nadu,33,Controlled,81.3,74.7,87.9,Total,"81.3 (74.7, 87.9)"
624,Theni,Tamil Nadu,33,Treated,92.3,86,98.5,Total,"92.3 (86, 98.5)"
624,Theni,Tamil Nadu,33,Controlled,38.9,28.1,49.7,Total,"38.9 (28.1, 49.7)"
625,Virudhunagar,Tamil Nadu,33,Treated,56.7,41.8,71.7,Total,"56.7 (41.8, 71.7)"
625,Virudhunagar,Tamil Nadu,33,Controlled,69.5,60.2,78.7,Total,"69.5 (60.2, 78.7)"
626,Ramanathapuram,Tamil Nadu,33,Treated,20,10.1,30,Total,"20 (10.1, 30)"
626,Ramanathapuram,Tamil Nadu,33,Controlled,85.2,79,91.5,Total,"85.2 (79, 91.5)"
627,Thoothukkudi,Tamil Nadu,33,Treated,69,53.1,84.9,Total,"69 (53.1, 84.9)"
627,Thoothukkudi,Tamil Nadu,33,Controlled,49.8,34.5,65,Total,"49.8 (34.5, 65)"
628,Tirunelveli,Tamil Nadu,33,Treated,28.1,18.1,38.1,Total,"28.1 (18.1, 38.1)"
628,Tirunelveli,Tamil Nadu,33,Controlled,76.9,70.1,83.8,Total,"76.9 (70.1, 83.8)"
629,Kanniyakumari,Tamil Nadu,33,Treated,34.2,22.3,46.2,Total,"34.2 (22.3, 46.2)"
629,Kanniyakumari,Tamil Nadu,33,Controlled,71.5,62.9,80.1,Total,"71.5 (62.9, 80.1)"
630,Dharmapuri,Tamil Nadu,33,Treated,86.1,78.5,93.8,Total,"86.1 (78.5, 93.8)"
630,Dharmapuri,Tamil Nadu,33,Controlled,45.7,33.5,57.9,Total,"45.7 (33.5, 57.9)"
631,Krishnagiri,Tamil Nadu,33,Treated,86.4,76.8,96,Total,"86.4 (76.8, 96)"
631,Krishnagiri,Tamil Nadu,33,Controlled,37.8,23.1,52.6,Total,"37.8 (23.1, 52.6)"
632,Coimbatore,Tamil Nadu,33,Treated,80.5,67.8,93.1,Total,"80.5 (67.8, 93.1)"
632,Coimbatore,Tamil Nadu,33,Controlled,41,32.3,49.6,Total,"41 (32.3, 49.6)"
633,Tiruppur,Tamil Nadu,33,Treated,92.1,80.8,103.4,Total,"92.1 (80.8, 103.4)"
633,Tiruppur,Tamil Nadu,33,Controlled,29.8,13.6,46.1,Total,"29.8 (13.6, 46.1)"
634,Yanam,Puducherry,34,Treated,70,57.7,82.3,Total,"70 (57.7, 82.3)"
634,Yanam,Puducherry,34,Controlled,52.3,45.2,59.3,Total,"52.3 (45.2, 59.3)"
635,Puducherry,Puducherry,34,Treated,65.7,51,80.5,Total,"65.7 (51, 80.5)"
635,Puducherry,Puducherry,34,Controlled,66.9,56.1,77.6,Total,"66.9 (56.1, 77.6)"
636,Mahe,Puducherry,34,Treated,73.7,57.5,89.9,Total,"73.7 (57.5, 89.9)"
636,Mahe,Puducherry,34,Controlled,33.7,27.6,39.9,Total,"33.7 (27.6, 39.9)"
637,Karaikal,Puducherry,34,Treated,72.9,58.3,87.6,Total,"72.9 (58.3, 87.6)"
637,Karaikal,Puducherry,34,Controlled,46,31.4,60.6,Total,"46 (31.4, 60.6)"
638,Nicobars,Andaman & Nicobar Islands,35,Treated,65.2,47.7,82.8,Total,"65.2 (47.7, 82.8)"
638,Nicobars,Andaman & Nicobar Islands,35,Controlled,75.2,63.1,87.3,Total,"75.2 (63.1, 87.3)"
639,North & Middle Andaman,Andaman & Nicobar Islands,35,Treated,85.5,74.9,96.1,Total,"85.5 (74.9, 96.1)"
639,North & Middle Andaman,Andaman & Nicobar Islands,35,Controlled,51.7,35.4,68,Total,"51.7 (35.4, 68)"
640,South Andaman,Andaman & Nicobar Islands,35,Treated,83.7,72.4,95.1,Total,"83.7 (72.4, 95.1)"
640,South Andaman,Andaman & Nicobar Islands,35,Controlled,56.4,44,68.7,Total,"56.4 (44, 68.7)"
801,East Siang,Arunachal Pradesh,12,Treated,24.7,9.5,39.9,Total,"24.7 (9.5, 39.9)"
801,East Siang,Arunachal Pradesh,12,Controlled,79.5,65.7,93.4,Total,"79.5 (65.7, 93.4)"
802,Kra Daadi,Arunachal Pradesh,12,Treated,30.9,6.8,55.1,Total,"30.9 (6.8, 55.1)"
802,Kra Daadi,Arunachal Pradesh,12,Controlled,89.1,69.5,108.7,Total,"89.1 (69.5, 108.7)"
803,Kurung Kumey,Arunachal Pradesh,12,Treated,24.4,2.9,45.8,Total,"24.4 (2.9, 45.8)"
803,Kurung Kumey,Arunachal Pradesh,12,Controlled,77.2,56.3,98.1,Total,"77.2 (56.3, 98.1)"
804,Lohit,Arunachal Pradesh,12,Treated,59.8,40.7,78.9,Total,"59.8 (40.7, 78.9)"
804,Lohit,Arunachal Pradesh,12,Controlled,68.9,54.2,83.6,Total,"68.9 (54.2, 83.6)"
805,Longding,Arunachal Pradesh,12,Treated,27.7,1.4,54.1,Total,"27.7 (1.4, 54.1)"
805,Longding,Arunachal Pradesh,12,Controlled,77.4,59.5,95.2,Total,"77.4 (59.5, 95.2)"
806,Namsai,Arunachal Pradesh,12,Treated,73.1,53.6,92.7,Total,"73.1 (53.6, 92.7)"
806,Namsai,Arunachal Pradesh,12,Controlled,71.3,53.6,89,Total,"71.3 (53.6, 89)"
807,Siang,Arunachal Pradesh,12,Treated,18.5,1.7,35.3,Total,"18.5 (1.7, 35.3)"
807,Siang,Arunachal Pradesh,12,Controlled,89.4,75.5,103.3,Total,"89.4 (75.5, 103.3)"
808,Tirap,Arunachal Pradesh,12,Treated,46.9,25.9,67.9,Total,"46.9 (25.9, 67.9)"
808,Tirap,Arunachal Pradesh,12,Controlled,73.7,59.8,87.6,Total,"73.7 (59.8, 87.6)"
809,West Siang,Arunachal Pradesh,12,Treated,50,20.4,79.6,Total,"50 (20.4, 79.6)"
809,West Siang,Arunachal Pradesh,12,Controlled,73.6,63.5,83.7,Total,"73.6 (63.5, 83.7)"
810,Biswanath,Assam,18,Treated,63.1,40.1,86,Total,"63.1 (40.1, 86)"
810,Biswanath,Assam,18,Controlled,42.1,22.9,61.4,Total,"42.1 (22.9, 61.4)"
811,Charaideo,Assam,18,Treated,47.9,30.6,65.1,Total,"47.9 (30.6, 65.1)"
811,Charaideo,Assam,18,Controlled,73.2,57.5,89,Total,"73.2 (57.5, 89)"
812,Dhubri,Assam,18,Treated,29.3,9.8,48.8,Total,"29.3 (9.8, 48.8)"
812,Dhubri,Assam,18,Controlled,81.2,70.7,91.7,Total,"81.2 (70.7, 91.7)"
813,Hojai,Assam,18,Treated,48.9,30.8,67,Total,"48.9 (30.8, 67)"
813,Hojai,Assam,18,Controlled,67.1,54.7,79.5,Total,"67.1 (54.7, 79.5)"
814,Jorhat,Assam,18,Treated,60.2,43.2,77.1,Total,"60.2 (43.2, 77.1)"
814,Jorhat,Assam,18,Controlled,50.5,34.4,66.6,Total,"50.5 (34.4, 66.6)"
815,Karbi Anglong,Assam,18,Treated,63.6,42.8,84.5,Total,"63.6 (42.8, 84.5)"
815,Karbi Anglong,Assam,18,Controlled,63.5,40.6,86.4,Total,"63.5 (40.6, 86.4)"
816,Majuli,Assam,18,Treated,51.8,39.1,64.5,Total,"51.8 (39.1, 64.5)"
816,Majuli,Assam,18,Controlled,70.8,57.6,84,Total,"70.8 (57.6, 84)"
817,Nagaon,Assam,18,Treated,60.6,45.6,75.5,Total,"60.6 (45.6, 75.5)"
817,Nagaon,Assam,18,Controlled,62.5,50,75.1,Total,"62.5 (50, 75.1)"
818,Sivasagar,Assam,18,Treated,39.8,27.5,52.2,Total,"39.8 (27.5, 52.2)"
818,Sivasagar,Assam,18,Controlled,61.1,43.2,79.1,Total,"61.1 (43.2, 79.1)"
819,Sonitpur,Assam,18,Treated,27.4,13.6,41.2,Total,"27.4 (13.6, 41.2)"
819,Sonitpur,Assam,18,Controlled,78.6,67.4,89.8,Total,"78.6 (67.4, 89.8)"
820,South Salmara Mancachar,Assam,18,Treated,52.2,27.9,76.6,Total,"52.2 (27.9, 76.6)"
820,South Salmara Mancachar,Assam,18,Controlled,62.6,39.4,85.8,Total,"62.6 (39.4, 85.8)"
821,West Karbi Anglong,Assam,18,Treated,89.9,81.8,98,Total,"89.9 (81.8, 98)"
821,West Karbi Anglong,Assam,18,Controlled,91.1,83.8,98.4,Total,"91.1 (83.8, 98.4)"
822,Balod,Chhattisgarh,22,Treated,44.1,39.2,48.9,Total,"44.1 (39.2, 48.9)"
822,Balod,Chhattisgarh,22,Controlled,77.2,57.5,97,Total,"77.2 (57.5, 97)"
823,Baloda Bazar,Chhattisgarh,22,Treated,39.3,21.2,57.5,Total,"39.3 (21.2, 57.5)"
823,Baloda Bazar,Chhattisgarh,22,Controlled,70.5,52,88.9,Total,"70.5 (52, 88.9)"
824,Balrampur,Chhattisgarh,22,Treated,94.2,89.1,99.3,Total,"94.2 (89.1, 99.3)"
824,Balrampur,Chhattisgarh,22,Controlled,24.2,16.1,32.3,Total,"24.2 (16.1, 32.3)"
825,Bastar,Chhattisgarh,22,Treated,32.2,11,53.4,Total,"32.2 (11, 53.4)"
825,Bastar,Chhattisgarh,22,Controlled,84.5,75,94.1,Total,"84.5 (75, 94.1)"
826,Bemetara,Chhattisgarh,22,Treated,34.1,18.2,50,Total,"34.1 (18.2, 50)"
826,Bemetara,Chhattisgarh,22,Controlled,79.1,65.6,92.5,Total,"79.1 (65.6, 92.5)"
827,Bilaspur,Chhattisgarh,22,Treated,60.1,43.9,76.3,Total,"60.1 (43.9, 76.3)"
827,Bilaspur,Chhattisgarh,22,Controlled,68.8,56.6,81,Total,"68.8 (56.6, 81)"
828,Dantewada,Chhattisgarh,22,Treated,60,42.9,77,Total,"60 (42.9, 77)"
828,Dantewada,Chhattisgarh,22,Controlled,84.9,72,97.8,Total,"84.9 (72, 97.8)"
829,Durg,Chhattisgarh,22,Treated,37.2,25.2,49.3,Total,"37.2 (25.2, 49.3)"
829,Durg,Chhattisgarh,22,Controlled,87.4,75.8,99.1,Total,"87.4 (75.8, 99.1)"
830,Gariyaband,Chhattisgarh,22,Treated,31.5,11.2,51.8,Total,"31.5 (11.2, 51.8)"
830,Gariyaband,Chhattisgarh,22,Controlled,82.3,70.9,93.8,Total,"82.3 (70.9, 93.8)"
831,Kodagaon,Chhattisgarh,22,Treated,27.3,11.7,42.9,Total,"27.3 (11.7, 42.9)"
831,Kodagaon,Chhattisgarh,22,Controlled,85.2,74.4,95.9,Total,"85.2 (74.4, 95.9)"
832,Mungeli,Chhattisgarh,22,Treated,79.4,57.1,101.7,Total,"79.4 (57.1, 101.7)"
832,Mungeli,Chhattisgarh,22,Controlled,82.5,73.2,91.9,Total,"82.5 (73.2, 91.9)"
833,Raipur,Chhattisgarh,22,Treated,56.5,36.7,76.3,Total,"56.5 (36.7, 76.3)"
833,Raipur,Chhattisgarh,22,Controlled,82.6,72.8,92.3,Total,"82.6 (72.8, 92.3)"
834,Sukma,Chhattisgarh,22,Treated,66.3,44.9,87.8,Total,"66.3 (44.9, 87.8)"
834,Sukma,Chhattisgarh,22,Controlled,80,60.5,99.5,Total,"80 (60.5, 99.5)"
835,Surajpur,Chhattisgarh,22,Treated,61.4,26.2,96.7,Total,"61.4 (26.2, 96.7)"
835,Surajpur,Chhattisgarh,22,Controlled,45.6,10.5,80.7,Total,"45.6 (10.5, 80.7)"
836,Surguja,Chhattisgarh,22,Treated,43.3,37.6,49.1,Total,"43.3 (37.6, 49.1)"
836,Surguja,Chhattisgarh,22,Controlled,46.8,10.9,82.7,Total,"46.8 (10.9, 82.7)"
837,Central,Nct Of Delhi,7,Treated,65.9,53.2,78.7,Total,"65.9 (53.2, 78.7)"
837,Central,Nct Of Delhi,7,Controlled,51.1,38.8,63.5,Total,"51.1 (38.8, 63.5)"
838,East,Nct Of Delhi,7,Treated,88.7,76.5,100.8,Total,"88.7 (76.5, 100.8)"
838,East,Nct Of Delhi,7,Controlled,74.1,62.7,85.4,Total,"74.1 (62.7, 85.4)"
839,New Delhi,Nct Of Delhi,7,Treated,77,60.5,93.5,Total,"77 (60.5, 93.5)"
839,New Delhi,Nct Of Delhi,7,Controlled,52.6,35.3,69.9,Total,"52.6 (35.3, 69.9)"
840,North,Nct Of Delhi,7,Treated,69.7,55.5,83.9,Total,"69.7 (55.5, 83.9)"
840,North,Nct Of Delhi,7,Controlled,70.8,56.2,85.4,Total,"70.8 (56.2, 85.4)"
841,North East,Nct Of Delhi,7,Treated,77.9,69.4,86.3,Total,"77.9 (69.4, 86.3)"
841,North East,Nct Of Delhi,7,Controlled,56.1,43.7,68.5,Total,"56.1 (43.7, 68.5)"
842,North West,Nct Of Delhi,7,Treated,77,65.8,88.2,Total,"77 (65.8, 88.2)"
842,North West,Nct Of Delhi,7,Controlled,53,41,64.9,Total,"53 (41, 64.9)"
843,Shahdara,Nct Of Delhi,7,Treated,73.2,60,86.5,Total,"73.2 (60, 86.5)"
843,Shahdara,Nct Of Delhi,7,Controlled,70.8,60.8,80.8,Total,"70.8 (60.8, 80.8)"
844,South,Nct Of Delhi,7,Treated,91.1,82.5,99.8,Total,"91.1 (82.5, 99.8)"
844,South,Nct Of Delhi,7,Controlled,33.9,21.8,46,Total,"33.9 (21.8, 46)"
845,South East,Nct Of Delhi,7,Treated,84.4,73.4,95.3,Total,"84.4 (73.4, 95.3)"
845,South East,Nct Of Delhi,7,Controlled,45.6,32.8,58.5,Total,"45.6 (32.8, 58.5)"
846,South West,Nct Of Delhi,7,Treated,76.3,63.2,89.4,Total,"76.3 (63.2, 89.4)"
846,South West,Nct Of Delhi,7,Controlled,57.1,42.9,71.2,Total,"57.1 (42.9, 71.2)"
847,West,Nct Of Delhi,7,Treated,73.2,62.7,83.6,Total,"73.2 (62.7, 83.6)"
847,West,Nct Of Delhi,7,Controlled,60.8,48.8,72.8,Total,"60.8 (48.8, 72.8)"
848,Ahmadabad,Gujarat,24,Treated,92.6,84.4,100.7,Total,"92.6 (84.4, 100.7)"
848,Ahmadabad,Gujarat,24,Controlled,68.3,57.9,78.7,Total,"68.3 (57.9, 78.7)"
849,Aravali,Gujarat,24,Treated,85,68.2,101.9,Total,"85 (68.2, 101.9)"
849,Aravali,Gujarat,24,Controlled,69.9,61.7,78,Total,"69.9 (61.7, 78)"
850,Bhavnagar,Gujarat,24,Treated,62.5,46.3,78.8,Total,"62.5 (46.3, 78.8)"
850,Bhavnagar,Gujarat,24,Controlled,58.1,41.5,74.7,Total,"58.1 (41.5, 74.7)"
851,Botad,Gujarat,24,Treated,65,45.4,84.5,Total,"65 (45.4, 84.5)"
851,Botad,Gujarat,24,Controlled,57.9,42,73.9,Total,"57.9 (42, 73.9)"
852,Chhota Udaipur,Gujarat,24,Treated,54.4,39.2,69.7,Total,"54.4 (39.2, 69.7)"
852,Chhota Udaipur,Gujarat,24,Controlled,69.3,54.4,84.1,Total,"69.3 (54.4, 84.1)"
853,Devbhumi Dwarka,Gujarat,24,Treated,48.4,28.8,67.9,Total,"48.4 (28.8, 67.9)"
853,Devbhumi Dwarka,Gujarat,24,Controlled,79.1,65.4,92.8,Total,"79.1 (65.4, 92.8)"
854,Gir Somnath,Gujarat,24,Treated,62.5,41.6,83.3,Total,"62.5 (41.6, 83.3)"
854,Gir Somnath,Gujarat,24,Controlled,60.3,39,81.6,Total,"60.3 (39, 81.6)"
855,Jamnagar,Gujarat,24,Treated,81.2,62.7,99.8,Total,"81.2 (62.7, 99.8)"
855,Jamnagar,Gujarat,24,Controlled,70,52.5,87.5,Total,"70 (52.5, 87.5)"
856,Junagadh,Gujarat,24,Treated,68.8,54.7,83,Total,"68.8 (54.7, 83)"
856,Junagadh,Gujarat,24,Controlled,65.6,54,77.1,Total,"65.6 (54, 77.1)"
857,Kheda,Gujarat,24,Treated,56.1,37.6,74.5,Total,"56.1 (37.6, 74.5)"
857,Kheda,Gujarat,24,Controlled,62.6,37.6,87.6,Total,"62.6 (37.6, 87.6)"
858,Mahisagar,Gujarat,24,Treated,93,81.2,104.8,Total,"93 (81.2, 104.8)"
858,Mahisagar,Gujarat,24,Controlled,59.3,42.6,76.1,Total,"59.3 (42.6, 76.1)"
