state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
7,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",6438,htn_disease_cat,Yes
8,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",660,htn_disease_cat,Missing
8,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",660,htn_disease_cat,Missing
8,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",660,htn_disease_cat,Missing
8,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",660,htn_disease_cat,Missing
8,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",660,htn_disease_cat,Missing
8,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",59126,htn_disease_cat,No
8,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",59126,htn_disease_cat,No
8,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",59126,htn_disease_cat,No
8,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",59126,htn_disease_cat,No
8,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",59126,htn_disease_cat,No
8,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",14852,htn_disease_cat,Yes
8,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",14852,htn_disease_cat,Yes
8,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",14852,htn_disease_cat,Yes
8,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",14852,htn_disease_cat,Yes
8,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",14852,htn_disease_cat,Yes
8,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",201,htn_disease_cat,Missing
8,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",201,htn_disease_cat,Missing
8,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",201,htn_disease_cat,Missing
8,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",201,htn_disease_cat,Missing
8,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",201,htn_disease_cat,Missing
8,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",15625,htn_disease_cat,No
8,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",15625,htn_disease_cat,No
8,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",15625,htn_disease_cat,No
8,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",15625,htn_disease_cat,No
8,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",15625,htn_disease_cat,No
8,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",4912,htn_disease_cat,Yes
8,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",4912,htn_disease_cat,Yes
8,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",4912,htn_disease_cat,Yes
8,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",4912,htn_disease_cat,Yes
8,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",4912,htn_disease_cat,Yes
9,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2929,htn_disease_cat,Missing
9,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2929,htn_disease_cat,Missing
9,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2929,htn_disease_cat,Missing
9,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2929,htn_disease_cat,Missing
9,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2929,htn_disease_cat,Missing
9,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",113786,htn_disease_cat,No
9,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",113786,htn_disease_cat,No
9,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",113786,htn_disease_cat,No
9,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",113786,htn_disease_cat,No
9,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",113786,htn_disease_cat,No
9,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",38453,htn_disease_cat,Yes
9,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",38453,htn_disease_cat,Yes
9,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",38453,htn_disease_cat,Yes
9,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",38453,htn_disease_cat,Yes
9,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",38453,htn_disease_cat,Yes
9,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",454,htn_disease_cat,Missing
9,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",454,htn_disease_cat,Missing
9,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",454,htn_disease_cat,Missing
9,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",454,htn_disease_cat,Missing
9,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",454,htn_disease_cat,Missing
9,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",26070,htn_disease_cat,No
9,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",26070,htn_disease_cat,No
9,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",26070,htn_disease_cat,No
9,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",26070,htn_disease_cat,No
9,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",26070,htn_disease_cat,No
9,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",10361,htn_disease_cat,Yes
9,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",10361,htn_disease_cat,Yes
9,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",10361,htn_disease_cat,Yes
9,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",10361,htn_disease_cat,Yes
9,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",10361,htn_disease_cat,Yes
10,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",419,htn_disease_cat,Missing
10,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",419,htn_disease_cat,Missing
10,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",419,htn_disease_cat,Missing
10,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",419,htn_disease_cat,Missing
10,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",419,htn_disease_cat,Missing
10,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",58084,htn_disease_cat,No
10,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",58084,htn_disease_cat,No
10,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",58084,htn_disease_cat,No
10,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",58084,htn_disease_cat,No
10,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",58084,htn_disease_cat,No
10,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",17488,htn_disease_cat,Yes
10,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",17488,htn_disease_cat,Yes
10,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",17488,htn_disease_cat,Yes
10,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",17488,htn_disease_cat,Yes
10,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",17488,htn_disease_cat,Yes
10,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",53,htn_disease_cat,Missing
10,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",53,htn_disease_cat,Missing
10,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",53,htn_disease_cat,Missing
10,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",53,htn_disease_cat,Missing
10,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",53,htn_disease_cat,Missing
10,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",7279,htn_disease_cat,No
10,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",7279,htn_disease_cat,No
10,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",7279,htn_disease_cat,No
10,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",7279,htn_disease_cat,No
10,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",7279,htn_disease_cat,No
10,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2525,htn_disease_cat,Yes
10,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2525,htn_disease_cat,Yes
10,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2525,htn_disease_cat,Yes
10,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2525,htn_disease_cat,Yes
10,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2525,htn_disease_cat,Yes
11,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",137,htn_disease_cat,Missing
11,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",137,htn_disease_cat,Missing
11,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",137,htn_disease_cat,Missing
11,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",137,htn_disease_cat,Missing
11,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",137,htn_disease_cat,Missing
11,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",3661,htn_disease_cat,No
11,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",3661,htn_disease_cat,No
11,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",3661,htn_disease_cat,No
11,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",3661,htn_disease_cat,No
11,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",3661,htn_disease_cat,No
11,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2659,htn_disease_cat,Yes
11,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2659,htn_disease_cat,Yes
11,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2659,htn_disease_cat,Yes
11,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2659,htn_disease_cat,Yes
11,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2659,htn_disease_cat,Yes
11,Urban,dm_screened,44,NA,NA,Proportion,"44 (NaN, NaN)",21,htn_disease_cat,Missing
11,Urban,dm_disease,10.2,NA,NA,Proportion,"10.2 (NaN, NaN)",21,htn_disease_cat,Missing
11,Urban,dm_diagnosed,10.2,NA,NA,Proportion,"10.2 (NaN, NaN)",21,htn_disease_cat,Missing
11,Urban,dm_treated,8.4,NA,NA,Proportion,"8.4 (NaN, NaN)",21,htn_disease_cat,Missing
11,Urban,dm_controlled,8.4,NA,NA,Proportion,"8.4 (NaN, NaN)",21,htn_disease_cat,Missing
11,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",612,htn_disease_cat,No
11,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",612,htn_disease_cat,No
11,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",612,htn_disease_cat,No
11,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",612,htn_disease_cat,No
11,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",612,htn_disease_cat,No
11,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",388,htn_disease_cat,Yes
11,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",388,htn_disease_cat,Yes
11,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",388,htn_disease_cat,Yes
11,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",388,htn_disease_cat,Yes
11,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",388,htn_disease_cat,Yes
12,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",647,htn_disease_cat,Missing
12,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",647,htn_disease_cat,Missing
12,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",647,htn_disease_cat,Missing
12,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",647,htn_disease_cat,Missing
12,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",647,htn_disease_cat,Missing
12,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",23843,htn_disease_cat,No
12,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",23843,htn_disease_cat,No
12,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",23843,htn_disease_cat,No
12,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",23843,htn_disease_cat,No
12,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",23843,htn_disease_cat,No
12,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",11462,htn_disease_cat,Yes
12,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",11462,htn_disease_cat,Yes
12,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",11462,htn_disease_cat,Yes
12,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",11462,htn_disease_cat,Yes
12,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",11462,htn_disease_cat,Yes
12,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",235,htn_disease_cat,Missing
12,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",235,htn_disease_cat,Missing
12,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",235,htn_disease_cat,Missing
12,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",235,htn_disease_cat,Missing
12,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",235,htn_disease_cat,Missing
12,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",5103,htn_disease_cat,No
12,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",5103,htn_disease_cat,No
12,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",5103,htn_disease_cat,No
12,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",5103,htn_disease_cat,No
12,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",5103,htn_disease_cat,No
12,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2952,htn_disease_cat,Yes
12,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2952,htn_disease_cat,Yes
12,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2952,htn_disease_cat,Yes
12,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",2952,htn_disease_cat,Yes
12,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",2952,htn_disease_cat,Yes
13,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1605,htn_disease_cat,Missing
13,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1605,htn_disease_cat,Missing
13,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1605,htn_disease_cat,Missing
13,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1605,htn_disease_cat,Missing
13,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1605,htn_disease_cat,Missing
13,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",11070,htn_disease_cat,No
13,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",11070,htn_disease_cat,No
13,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",11070,htn_disease_cat,No
13,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",11070,htn_disease_cat,No
13,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",11070,htn_disease_cat,No
13,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",4722,htn_disease_cat,Yes
13,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",4722,htn_disease_cat,Yes
13,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",4722,htn_disease_cat,Yes
13,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",4722,htn_disease_cat,Yes
13,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",4722,htn_disease_cat,Yes
13,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",697,htn_disease_cat,Missing
13,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",697,htn_disease_cat,Missing
13,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",697,htn_disease_cat,Missing
13,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",697,htn_disease_cat,Missing
13,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",697,htn_disease_cat,Missing
13,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",3563,htn_disease_cat,No
13,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",3563,htn_disease_cat,No
13,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",3563,htn_disease_cat,No
13,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",3563,htn_disease_cat,No
13,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",3563,htn_disease_cat,No
13,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1570,htn_disease_cat,Yes
13,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1570,htn_disease_cat,Yes
13,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1570,htn_disease_cat,Yes
13,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1570,htn_disease_cat,Yes
13,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1570,htn_disease_cat,Yes
14,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",224,htn_disease_cat,Missing
14,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",224,htn_disease_cat,Missing
14,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",224,htn_disease_cat,Missing
14,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",224,htn_disease_cat,Missing
14,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",224,htn_disease_cat,Missing
14,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",10581,htn_disease_cat,No
14,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",10581,htn_disease_cat,No
14,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",10581,htn_disease_cat,No
14,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",10581,htn_disease_cat,No
14,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",10581,htn_disease_cat,No
14,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",4010,htn_disease_cat,Yes
14,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",4010,htn_disease_cat,Yes
14,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",4010,htn_disease_cat,Yes
14,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",4010,htn_disease_cat,Yes
14,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",4010,htn_disease_cat,Yes
14,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",167,htn_disease_cat,Missing
14,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",167,htn_disease_cat,Missing
14,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",167,htn_disease_cat,Missing
14,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",167,htn_disease_cat,Missing
14,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",167,htn_disease_cat,Missing
14,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",3449,htn_disease_cat,No
14,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",3449,htn_disease_cat,No
14,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",3449,htn_disease_cat,No
14,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",3449,htn_disease_cat,No
14,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",3449,htn_disease_cat,No
14,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1781,htn_disease_cat,Yes
14,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1781,htn_disease_cat,Yes
14,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1781,htn_disease_cat,Yes
14,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1781,htn_disease_cat,Yes
14,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1781,htn_disease_cat,Yes
15,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",50,htn_disease_cat,Missing
15,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",50,htn_disease_cat,Missing
15,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",50,htn_disease_cat,Missing
15,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",50,htn_disease_cat,Missing
15,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",50,htn_disease_cat,Missing
15,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",8473,htn_disease_cat,No
15,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",8473,htn_disease_cat,No
15,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",8473,htn_disease_cat,No
15,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",8473,htn_disease_cat,No
15,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",8473,htn_disease_cat,No
15,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1943,htn_disease_cat,Yes
15,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1943,htn_disease_cat,Yes
15,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1943,htn_disease_cat,Yes
15,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1943,htn_disease_cat,Yes
15,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1943,htn_disease_cat,Yes
15,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",39,htn_disease_cat,Missing
15,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",39,htn_disease_cat,Missing
15,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",39,htn_disease_cat,Missing
15,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",39,htn_disease_cat,Missing
15,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",39,htn_disease_cat,Missing
15,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",5950,htn_disease_cat,No
15,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",5950,htn_disease_cat,No
15,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",5950,htn_disease_cat,No
15,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",5950,htn_disease_cat,No
15,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",5950,htn_disease_cat,No
15,Urban,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",1931,htn_disease_cat,Yes
15,Urban,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",1931,htn_disease_cat,Yes
15,Urban,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",1931,htn_disease_cat,Yes
15,Urban,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",1931,htn_disease_cat,Yes
15,Urban,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",1931,htn_disease_cat,Yes
16,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",214,htn_disease_cat,Missing
16,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",214,htn_disease_cat,Missing
16,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",214,htn_disease_cat,Missing
16,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",214,htn_disease_cat,Missing
16,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",214,htn_disease_cat,Missing
16,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",10759,htn_disease_cat,No
16,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",10759,htn_disease_cat,No
16,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",10759,htn_disease_cat,No
16,Rural,dm_treated,NA,NA,NA,Proportion,"NA (NaN, NaN)",10759,htn_disease_cat,No
16,Rural,dm_controlled,NA,NA,NA,Proportion,"NA (NaN, NaN)",10759,htn_disease_cat,No
16,Rural,dm_screened,NA,NA,NA,Proportion,"NA (NaN, NaN)",2995,htn_disease_cat,Yes
16,Rural,dm_disease,NA,NA,NA,Proportion,"NA (NaN, NaN)",2995,htn_disease_cat,Yes
16,Rural,dm_diagnosed,NA,NA,NA,Proportion,"NA (NaN, NaN)",2995,htn_disease_cat,Yes
