Level1,Level2,Level3,Level4,Level5,ST_NM,estimate,lci,uci,est_ci,nfhs5_statecode,nfhs5_statename
Age-standardized,Rural,Treated,Age Category,65 plus,Telangana,89.1,86.2,92,"89.1 (86.2, 92)",36,Telangana
Age-standardized,Rural,Controlled,Age Category,65 plus,Telangana,64.8,60.5,69.2,"64.8 (60.5, 69.2)",36,Telangana
Age-standardized,Urban,Treated,Age Category,18-39,Telangana,69.6,58.5,80.6,"69.6 (58.5, 80.6)",36,Telangana
Age-standardized,Urban,Controlled,Age Category,18-39,Telangana,55.1,42.8,67.4,"55.1 (42.8, 67.4)",36,Telangana
Age-standardized,Urban,Treated,Age Category,40-64,Telangana,93.5,91.2,95.7,"93.5 (91.2, 95.7)",36,Telangana
Age-standardized,Urban,Controlled,Age Category,40-64,Telangana,54.4,50,58.9,"54.4 (50, 58.9)",36,Telangana
Age-standardized,Urban,Treated,Age Category,65 plus,Telangana,95.3,92.3,98.3,"95.3 (92.3, 98.3)",36,Telangana
Age-standardized,Urban,Controlled,Age Category,65 plus,Telangana,59.2,52,66.4,"59.2 (52, 66.4)",36,Telangana
Age-standardized,Rural,Treated,Age Category,18-39,Ladakh,14.5,-0.6,29.5,"14.5 (-0.6, 29.5)",37,Ladakh
Age-standardized,Rural,Controlled,Age Category,18-39,Ladakh,96.5,91.7,101.3,"96.5 (91.7, 101.3)",37,Ladakh
Age-standardized,Rural,Treated,Age Category,40-64,Ladakh,36.2,15.5,57,"36.2 (15.5, 57)",37,Ladakh
Age-standardized,Rural,Controlled,Age Category,40-64,Ladakh,84.6,73.6,95.6,"84.6 (73.6, 95.6)",37,Ladakh
Age-standardized,Rural,Treated,Age Category,65 plus,Ladakh,45.9,25.3,66.5,"45.9 (25.3, 66.5)",37,Ladakh
Age-standardized,Rural,Controlled,Age Category,65 plus,Ladakh,82.2,66.6,97.8,"82.2 (66.6, 97.8)",37,Ladakh
Age-standardized,Urban,Treated,Age Category,18-39,Ladakh,8.6,-3.8,21,"8.6 (-3.8, 21)",37,Ladakh
Age-standardized,Urban,Controlled,Age Category,18-39,Ladakh,100,100,100,"100 (100, 100)",37,Ladakh
Age-standardized,Urban,Treated,Age Category,40-64,Ladakh,28.1,1.4,54.7,"28.1 (1.4, 54.7)",37,Ladakh
Age-standardized,Urban,Controlled,Age Category,40-64,Ladakh,87.9,74.2,101.6,"87.9 (74.2, 101.6)",37,Ladakh
Age-standardized,Urban,Treated,Age Category,65 plus,Ladakh,30.2,-1,61.5,"30.2 (-1, 61.5)",37,Ladakh
Age-standardized,Urban,Controlled,Age Category,65 plus,Ladakh,80.7,61.2,100.1,"80.7 (61.2, 100.1)",37,Ladakh
Age-standardized,Rural,Treated,Schooling,Higher,Jammu & Kashmir,39.1,27,51.1,"39.1 (27, 51.1)",1,Jammu & Kashmir
Age-standardized,Rural,Controlled,Schooling,Higher,Jammu & Kashmir,86.9,79.2,94.6,"86.9 (79.2, 94.6)",1,Jammu & Kashmir
Age-standardized,Rural,Treated,Schooling,No education,Jammu & Kashmir,64.2,58.1,70.3,"64.2 (58.1, 70.3)",1,Jammu & Kashmir
Age-standardized,Rural,Controlled,Schooling,No education,Jammu & Kashmir,78.3,73.8,82.9,"78.3 (73.8, 82.9)",1,Jammu & Kashmir
Age-standardized,Rural,Treated,Schooling,Primary,Jammu & Kashmir,51.3,39.8,62.8,"51.3 (39.8, 62.8)",1,Jammu & Kashmir
Age-standardized,Rural,Controlled,Schooling,Primary,Jammu & Kashmir,84.4,77.5,91.3,"84.4 (77.5, 91.3)",1,Jammu & Kashmir
Age-standardized,Rural,Treated,Schooling,Secondary,Jammu & Kashmir,54.1,46.4,61.8,"54.1 (46.4, 61.8)",1,Jammu & Kashmir
Age-standardized,Rural,Controlled,Schooling,Secondary,Jammu & Kashmir,81.4,76.2,86.5,"81.4 (76.2, 86.5)",1,Jammu & Kashmir
Age-standardized,Urban,Treated,Schooling,Higher,Jammu & Kashmir,57.7,46,69.5,"57.7 (46, 69.5)",1,Jammu & Kashmir
Age-standardized,Urban,Controlled,Schooling,Higher,Jammu & Kashmir,80.6,71,90.1,"80.6 (71, 90.1)",1,Jammu & Kashmir
Age-standardized,Urban,Treated,Schooling,No education,Jammu & Kashmir,66.8,55.3,78.4,"66.8 (55.3, 78.4)",1,Jammu & Kashmir
Age-standardized,Urban,Controlled,Schooling,No education,Jammu & Kashmir,70.8,62,79.6,"70.8 (62, 79.6)",1,Jammu & Kashmir
Age-standardized,Urban,Treated,Schooling,Primary,Jammu & Kashmir,63.7,38.2,89.1,"63.7 (38.2, 89.1)",1,Jammu & Kashmir
Age-standardized,Urban,Controlled,Schooling,Primary,Jammu & Kashmir,63.6,43.4,83.7,"63.6 (43.4, 83.7)",1,Jammu & Kashmir
Age-standardized,Urban,Treated,Schooling,Secondary,Jammu & Kashmir,62.1,53,71.2,"62.1 (53, 71.2)",1,Jammu & Kashmir
Age-standardized,Urban,Controlled,Schooling,Secondary,Jammu & Kashmir,79.5,71,88,"79.5 (71, 88)",1,Jammu & Kashmir
Age-standardized,Rural,Treated,Schooling,Higher,Himachal Pradesh,51.3,38.6,63.9,"51.3 (38.6, 63.9)",2,Himachal Pradesh
Age-standardized,Rural,Controlled,Schooling,Higher,Himachal Pradesh,65.6,53.8,77.4,"65.6 (53.8, 77.4)",2,Himachal Pradesh
Age-standardized,Rural,Treated,Schooling,No education,Himachal Pradesh,66.8,57.6,76.1,"66.8 (57.6, 76.1)",2,Himachal Pradesh
Age-standardized,Rural,Controlled,Schooling,No education,Himachal Pradesh,64.9,57.1,72.7,"64.9 (57.1, 72.7)",2,Himachal Pradesh
Age-standardized,Rural,Treated,Schooling,Primary,Himachal Pradesh,68.1,58.3,77.9,"68.1 (58.3, 77.9)",2,Himachal Pradesh
Age-standardized,Rural,Controlled,Schooling,Primary,Himachal Pradesh,52.3,44,60.6,"52.3 (44, 60.6)",2,Himachal Pradesh
Age-standardized,Rural,Treated,Schooling,Secondary,Himachal Pradesh,60.8,54.5,67.1,"60.8 (54.5, 67.1)",2,Himachal Pradesh
Age-standardized,Rural,Controlled,Schooling,Secondary,Himachal Pradesh,61,54.8,67.2,"61 (54.8, 67.2)",2,Himachal Pradesh
Age-standardized,Urban,Treated,Schooling,Higher,Himachal Pradesh,69.8,53.9,85.7,"69.8 (53.9, 85.7)",2,Himachal Pradesh
Age-standardized,Urban,Controlled,Schooling,Higher,Himachal Pradesh,61.8,47.9,75.6,"61.8 (47.9, 75.6)",2,Himachal Pradesh
Age-standardized,Urban,Treated,Schooling,No education,Himachal Pradesh,91.5,75.3,107.7,"91.5 (75.3, 107.7)",2,Himachal Pradesh
Age-standardized,Urban,Controlled,Schooling,No education,Himachal Pradesh,87.7,65.1,110.2,"87.7 (65.1, 110.2)",2,Himachal Pradesh
Age-standardized,Urban,Treated,Schooling,Primary,Himachal Pradesh,79.2,57,101.4,"79.2 (57, 101.4)",2,Himachal Pradesh
Age-standardized,Urban,Controlled,Schooling,Primary,Himachal Pradesh,36.4,5.6,67.1,"36.4 (5.6, 67.1)",2,Himachal Pradesh
Age-standardized,Urban,Treated,Schooling,Secondary,Himachal Pradesh,86.2,77.8,94.5,"86.2 (77.8, 94.5)",2,Himachal Pradesh
Age-standardized,Urban,Controlled,Schooling,Secondary,Himachal Pradesh,52.2,38.6,65.9,"52.2 (38.6, 65.9)",2,Himachal Pradesh
Age-standardized,Rural,Treated,Schooling,Higher,Punjab,59.6,46.3,72.9,"59.6 (46.3, 72.9)",3,Punjab
Age-standardized,Rural,Controlled,Schooling,Higher,Punjab,60.9,47.6,74.1,"60.9 (47.6, 74.1)",3,Punjab
Age-standardized,Rural,Treated,Schooling,No education,Punjab,75.1,70.6,79.6,"75.1 (70.6, 79.6)",3,Punjab
Age-standardized,Rural,Controlled,Schooling,No education,Punjab,45,40.1,49.9,"45 (40.1, 49.9)",3,Punjab
Age-standardized,Rural,Treated,Schooling,Primary,Punjab,74.8,68.9,80.6,"74.8 (68.9, 80.6)",3,Punjab
Age-standardized,Rural,Controlled,Schooling,Primary,Punjab,41.1,34.4,47.8,"41.1 (34.4, 47.8)",3,Punjab
Age-standardized,Rural,Treated,Schooling,Secondary,Punjab,67.3,62.8,71.8,"67.3 (62.8, 71.8)",3,Punjab
Age-standardized,Rural,Controlled,Schooling,Secondary,Punjab,46.3,41.3,51.3,"46.3 (41.3, 51.3)",3,Punjab
Age-standardized,Urban,Treated,Schooling,Higher,Punjab,75.2,65.8,84.5,"75.2 (65.8, 84.5)",3,Punjab
Age-standardized,Urban,Controlled,Schooling,Higher,Punjab,50.1,40,60.2,"50.1 (40, 60.2)",3,Punjab
Age-standardized,Urban,Treated,Schooling,No education,Punjab,75.6,69.4,81.9,"75.6 (69.4, 81.9)",3,Punjab
Age-standardized,Urban,Controlled,Schooling,No education,Punjab,44.8,36.5,53.2,"44.8 (36.5, 53.2)",3,Punjab
Age-standardized,Urban,Treated,Schooling,Primary,Punjab,82.7,74.2,91.2,"82.7 (74.2, 91.2)",3,Punjab
Age-standardized,Urban,Controlled,Schooling,Primary,Punjab,36.4,25.9,47,"36.4 (25.9, 47)",3,Punjab
Age-standardized,Urban,Treated,Schooling,Secondary,Punjab,78.8,73.4,84.1,"78.8 (73.4, 84.1)",3,Punjab
Age-standardized,Urban,Controlled,Schooling,Secondary,Punjab,43.8,38.1,49.5,"43.8 (38.1, 49.5)",3,Punjab
Age-standardized,Rural,Treated,Schooling,No education,Chandigarh,100,100,100,"100 (100, 100)",4,Chandigarh
Age-standardized,Rural,Controlled,Schooling,No education,Chandigarh,50,50,50,"50 (50, 50)",4,Chandigarh
Age-standardized,Rural,Treated,Schooling,Primary,Chandigarh,100,100,100,"100 (100, 100)",4,Chandigarh
Age-standardized,Rural,Controlled,Schooling,Primary,Chandigarh,0,0,0,"0 (0, 0)",4,Chandigarh
Age-standardized,Urban,Treated,Schooling,Higher,Chandigarh,79.5,59.9,99,"79.5 (59.9, 99)",4,Chandigarh
Age-standardized,Urban,Controlled,Schooling,Higher,Chandigarh,49.7,29.5,70,"49.7 (29.5, 70)",4,Chandigarh
Age-standardized,Urban,Treated,Schooling,No education,Chandigarh,77.9,64.6,91.3,"77.9 (64.6, 91.3)",4,Chandigarh
Age-standardized,Urban,Controlled,Schooling,No education,Chandigarh,34.9,16.9,52.9,"34.9 (16.9, 52.9)",4,Chandigarh
Age-standardized,Urban,Treated,Schooling,Primary,Chandigarh,100,100,100,"100 (100, 100)",4,Chandigarh
Age-standardized,Urban,Controlled,Schooling,Primary,Chandigarh,35.8,5.3,66.3,"35.8 (5.3, 66.3)",4,Chandigarh
Age-standardized,Urban,Treated,Schooling,Secondary,Chandigarh,90.2,81,99.3,"90.2 (81, 99.3)",4,Chandigarh
Age-standardized,Urban,Controlled,Schooling,Secondary,Chandigarh,33,19.3,46.7,"33 (19.3, 46.7)",4,Chandigarh
Age-standardized,Rural,Treated,Schooling,Higher,Uttarakhand,56.8,43.6,70.1,"56.8 (43.6, 70.1)",5,Uttarakhand
Age-standardized,Rural,Controlled,Schooling,Higher,Uttarakhand,65.6,53.1,78.1,"65.6 (53.1, 78.1)",5,Uttarakhand
Age-standardized,Rural,Treated,Schooling,No education,Uttarakhand,64.1,55.7,72.5,"64.1 (55.7, 72.5)",5,Uttarakhand
Age-standardized,Rural,Controlled,Schooling,No education,Uttarakhand,53.6,44.8,62.5,"53.6 (44.8, 62.5)",5,Uttarakhand
Age-standardized,Rural,Treated,Schooling,Primary,Uttarakhand,60,48,72.1,"60 (48, 72.1)",5,Uttarakhand
Age-standardized,Rural,Controlled,Schooling,Primary,Uttarakhand,52.1,39.7,64.5,"52.1 (39.7, 64.5)",5,Uttarakhand
Age-standardized,Rural,Treated,Schooling,Secondary,Uttarakhand,65.6,57.8,73.4,"65.6 (57.8, 73.4)",5,Uttarakhand
Age-standardized,Rural,Controlled,Schooling,Secondary,Uttarakhand,51.6,44.5,58.7,"51.6 (44.5, 58.7)",5,Uttarakhand
Age-standardized,Urban,Treated,Schooling,Higher,Uttarakhand,75.4,62.7,88.1,"75.4 (62.7, 88.1)",5,Uttarakhand
Age-standardized,Urban,Controlled,Schooling,Higher,Uttarakhand,59,45.9,72.1,"59 (45.9, 72.1)",5,Uttarakhand
Age-standardized,Urban,Treated,Schooling,No education,Uttarakhand,69.9,57.2,82.6,"69.9 (57.2, 82.6)",5,Uttarakhand
Age-standardized,Urban,Controlled,Schooling,No education,Uttarakhand,46,31.3,60.8,"46 (31.3, 60.8)",5,Uttarakhand
Age-standardized,Urban,Treated,Schooling,Primary,Uttarakhand,86.1,73.5,98.6,"86.1 (73.5, 98.6)",5,Uttarakhand
Age-standardized,Urban,Controlled,Schooling,Primary,Uttarakhand,59.8,37.7,82,"59.8 (37.7, 82)",5,Uttarakhand
Age-standardized,Urban,Treated,Schooling,Secondary,Uttarakhand,75,64.7,85.4,"75 (64.7, 85.4)",5,Uttarakhand
Age-standardized,Urban,Controlled,Schooling,Secondary,Uttarakhand,55.2,45,65.5,"55.2 (45, 65.5)",5,Uttarakhand
Age-standardized,Rural,Treated,Schooling,Higher,Haryana,47.6,35.1,60.2,"47.6 (35.1, 60.2)",6,Haryana
Age-standardized,Rural,Controlled,Schooling,Higher,Haryana,66.9,56.5,77.3,"66.9 (56.5, 77.3)",6,Haryana
Age-standardized,Rural,Treated,Schooling,No education,Haryana,58.4,52.1,64.8,"58.4 (52.1, 64.8)",6,Haryana
Age-standardized,Rural,Controlled,Schooling,No education,Haryana,52.8,46.5,59.1,"52.8 (46.5, 59.1)",6,Haryana
Age-standardized,Rural,Treated,Schooling,Primary,Haryana,44.8,35.5,54.1,"44.8 (35.5, 54.1)",6,Haryana
Age-standardized,Rural,Controlled,Schooling,Primary,Haryana,68.6,60.6,76.5,"68.6 (60.6, 76.5)",6,Haryana
Age-standardized,Rural,Treated,Schooling,Secondary,Haryana,49.9,43.4,56.4,"49.9 (43.4, 56.4)",6,Haryana
Age-standardized,Rural,Controlled,Schooling,Secondary,Haryana,63.3,57.5,69.1,"63.3 (57.5, 69.1)",6,Haryana
Age-standardized,Urban,Treated,Schooling,Higher,Haryana,59.1,48.7,69.6,"59.1 (48.7, 69.6)",6,Haryana
Age-standardized,Urban,Controlled,Schooling,Higher,Haryana,64.1,56.1,72.1,"64.1 (56.1, 72.1)",6,Haryana
Age-standardized,Urban,Treated,Schooling,No education,Haryana,57.4,48.4,66.4,"57.4 (48.4, 66.4)",6,Haryana
Age-standardized,Urban,Controlled,Schooling,No education,Haryana,62.7,54.7,70.6,"62.7 (54.7, 70.6)",6,Haryana
Age-standardized,Urban,Treated,Schooling,Primary,Haryana,59.3,47.8,70.8,"59.3 (47.8, 70.8)",6,Haryana
Age-standardized,Urban,Controlled,Schooling,Primary,Haryana,51.8,42.3,61.2,"51.8 (42.3, 61.2)",6,Haryana
Age-standardized,Urban,Treated,Schooling,Secondary,Haryana,58.7,51.6,65.9,"58.7 (51.6, 65.9)",6,Haryana
Age-standardized,Urban,Controlled,Schooling,Secondary,Haryana,59.5,53.5,65.5,"59.5 (53.5, 65.5)",6,Haryana
Age-standardized,Rural,Treated,Schooling,Higher,Delhi,47.8,29.4,66.1,"47.8 (29.4, 66.1)",7,Nct Of Delhi
Age-standardized,Rural,Controlled,Schooling,Higher,Delhi,100,100,100,"100 (100, 100)",7,Nct Of Delhi
Age-standardized,Rural,Treated,Schooling,No education,Delhi,80.1,70.5,89.7,"80.1 (70.5, 89.7)",7,Nct Of Delhi
Age-standardized,Rural,Controlled,Schooling,No education,Delhi,98.3,94.2,102.5,"98.3 (94.2, 102.5)",7,Nct Of Delhi
Age-standardized,Rural,Treated,Schooling,Primary,Delhi,85.4,55.3,115.5,"85.4 (55.3, 115.5)",7,Nct Of Delhi
Age-standardized,Rural,Controlled,Schooling,Primary,Delhi,37.1,-21.6,95.9,"37.1 (-21.6, 95.9)",7,Nct Of Delhi
Age-standardized,Rural,Treated,Schooling,Secondary,Delhi,83.7,64.9,102.5,"83.7 (64.9, 102.5)",7,Nct Of Delhi
Age-standardized,Rural,Controlled,Schooling,Secondary,Delhi,66.6,21.2,112,"66.6 (21.2, 112)",7,Nct Of Delhi
Age-standardized,Urban,Treated,Schooling,Higher,Delhi,80.1,74.6,85.6,"80.1 (74.6, 85.6)",7,Nct Of Delhi
Age-standardized,Urban,Controlled,Schooling,Higher,Delhi,60.1,53.6,66.5,"60.1 (53.6, 66.5)",7,Nct Of Delhi
Age-standardized,Urban,Treated,Schooling,No education,Delhi,85.2,80.6,89.9,"85.2 (80.6, 89.9)",7,Nct Of Delhi
Age-standardized,Urban,Controlled,Schooling,No education,Delhi,54.3,47.5,61.1,"54.3 (47.5, 61.1)",7,Nct Of Delhi
Age-standardized,Urban,Treated,Schooling,Primary,Delhi,92.1,87.9,96.3,"92.1 (87.9, 96.3)",7,Nct Of Delhi
Age-standardized,Urban,Controlled,Schooling,Primary,Delhi,47.6,39.6,55.6,"47.6 (39.6, 55.6)",7,Nct Of Delhi
Age-standardized,Urban,Treated,Schooling,Secondary,Delhi,84.3,80.5,88,"84.3 (80.5, 88)",7,Nct Of Delhi
Age-standardized,Urban,Controlled,Schooling,Secondary,Delhi,52.1,47.4,56.9,"52.1 (47.4, 56.9)",7,Nct Of Delhi
Age-standardized,Rural,Treated,Schooling,Higher,Rajasthan,38.9,27.8,50,"38.9 (27.8, 50)",8,Rajasthan
Age-standardized,Rural,Controlled,Schooling,Higher,Rajasthan,85.4,78.2,92.7,"85.4 (78.2, 92.7)",8,Rajasthan
Age-standardized,Rural,Treated,Schooling,No education,Rajasthan,53.7,47.2,60.3,"53.7 (47.2, 60.3)",8,Rajasthan
Age-standardized,Rural,Controlled,Schooling,No education,Rajasthan,63.2,57.7,68.8,"63.2 (57.7, 68.8)",8,Rajasthan
Age-standardized,Rural,Treated,Schooling,Primary,Rajasthan,49.5,40.8,58.3,"49.5 (40.8, 58.3)",8,Rajasthan
Age-standardized,Rural,Controlled,Schooling,Primary,Rajasthan,68.5,60.2,76.8,"68.5 (60.2, 76.8)",8,Rajasthan
Age-standardized,Rural,Treated,Schooling,Secondary,Rajasthan,39.6,32.6,46.5,"39.6 (32.6, 46.5)",8,Rajasthan
Age-standardized,Rural,Controlled,Schooling,Secondary,Rajasthan,76.6,71.4,81.9,"76.6 (71.4, 81.9)",8,Rajasthan
Age-standardized,Urban,Treated,Schooling,Higher,Rajasthan,44.2,32.5,55.8,"44.2 (32.5, 55.8)",8,Rajasthan
Age-standardized,Urban,Controlled,Schooling,Higher,Rajasthan,80.8,74.2,87.5,"80.8 (74.2, 87.5)",8,Rajasthan
Age-standardized,Urban,Treated,Schooling,No education,Rajasthan,63.4,53,73.8,"63.4 (53, 73.8)",8,Rajasthan
Age-standardized,Urban,Controlled,Schooling,No education,Rajasthan,64.7,55.7,73.8,"64.7 (55.7, 73.8)",8,Rajasthan
Age-standardized,Urban,Treated,Schooling,Primary,Rajasthan,50.8,37.1,64.6,"50.8 (37.1, 64.6)",8,Rajasthan
Age-standardized,Urban,Controlled,Schooling,Primary,Rajasthan,80.7,72,89.5,"80.7 (72, 89.5)",8,Rajasthan
Age-standardized,Urban,Treated,Schooling,Secondary,Rajasthan,53.4,42.4,64.3,"53.4 (42.4, 64.3)",8,Rajasthan
Age-standardized,Urban,Controlled,Schooling,Secondary,Rajasthan,74.8,68.5,81.1,"74.8 (68.5, 81.1)",8,Rajasthan
Age-standardized,Rural,Treated,Schooling,Higher,Uttar Pradesh,27.8,22.7,32.9,"27.8 (22.7, 32.9)",9,Uttar Pradesh
Age-standardized,Rural,Controlled,Schooling,Higher,Uttar Pradesh,78.2,73.9,82.6,"78.2 (73.9, 82.6)",9,Uttar Pradesh
Age-standardized,Rural,Treated,Schooling,No education,Uttar Pradesh,37.7,34.3,41.2,"37.7 (34.3, 41.2)",9,Uttar Pradesh
Age-standardized,Rural,Controlled,Schooling,No education,Uttar Pradesh,74.1,71.3,76.9,"74.1 (71.3, 76.9)",9,Uttar Pradesh
Age-standardized,Rural,Treated,Schooling,Primary,Uttar Pradesh,38.8,34.1,43.5,"38.8 (34.1, 43.5)",9,Uttar Pradesh
Age-standardized,Rural,Controlled,Schooling,Primary,Uttar Pradesh,74.4,70.3,78.6,"74.4 (70.3, 78.6)",9,Uttar Pradesh
Age-standardized,Rural,Treated,Schooling,Secondary,Uttar Pradesh,38.1,34.4,41.8,"38.1 (34.4, 41.8)",9,Uttar Pradesh
Age-standardized,Rural,Controlled,Schooling,Secondary,Uttar Pradesh,74.7,71.8,77.5,"74.7 (71.8, 77.5)",9,Uttar Pradesh
Age-standardized,Urban,Treated,Schooling,Higher,Uttar Pradesh,60,52.2,67.8,"60 (52.2, 67.8)",9,Uttar Pradesh
Age-standardized,Urban,Controlled,Schooling,Higher,Uttar Pradesh,62.7,55.7,69.8,"62.7 (55.7, 69.8)",9,Uttar Pradesh
Age-standardized,Urban,Treated,Schooling,No education,Uttar Pradesh,54.2,46.3,62.1,"54.2 (46.3, 62.1)",9,Uttar Pradesh
Age-standardized,Urban,Controlled,Schooling,No education,Uttar Pradesh,63.4,57.6,69.2,"63.4 (57.6, 69.2)",9,Uttar Pradesh
Age-standardized,Urban,Treated,Schooling,Primary,Uttar Pradesh,55,45.3,64.7,"55 (45.3, 64.7)",9,Uttar Pradesh
Age-standardized,Urban,Controlled,Schooling,Primary,Uttar Pradesh,56.8,48.6,65.1,"56.8 (48.6, 65.1)",9,Uttar Pradesh
Age-standardized,Urban,Treated,Schooling,Secondary,Uttar Pradesh,62.6,55.7,69.6,"62.6 (55.7, 69.6)",9,Uttar Pradesh
Age-standardized,Urban,Controlled,Schooling,Secondary,Uttar Pradesh,54.3,48.5,60.2,"54.3 (48.5, 60.2)",9,Uttar Pradesh
Age-standardized,Rural,Treated,Schooling,Higher,Bihar,48.2,40.9,55.5,"48.2 (40.9, 55.5)",10,Bihar
Age-standardized,Rural,Controlled,Schooling,Higher,Bihar,70.7,64.2,77.3,"70.7 (64.2, 77.3)",10,Bihar
Age-standardized,Rural,Treated,Schooling,No education,Bihar,47.7,43.4,51.9,"47.7 (43.4, 51.9)",10,Bihar
Age-standardized,Rural,Controlled,Schooling,No education,Bihar,68.4,64.5,72.3,"68.4 (64.5, 72.3)",10,Bihar
Age-standardized,Rural,Treated,Schooling,Primary,Bihar,47.3,41,53.6,"47.3 (41, 53.6)",10,Bihar
Age-standardized,Rural,Controlled,Schooling,Primary,Bihar,64.5,58.4,70.6,"64.5 (58.4, 70.6)",10,Bihar
Age-standardized,Rural,Treated,Schooling,Secondary,Bihar,46.9,42.3,51.6,"46.9 (42.3, 51.6)",10,Bihar
Age-standardized,Rural,Controlled,Schooling,Secondary,Bihar,70.9,67.2,74.7,"70.9 (67.2, 74.7)",10,Bihar
Age-standardized,Urban,Treated,Schooling,Higher,Bihar,53.2,38.8,67.5,"53.2 (38.8, 67.5)",10,Bihar
Age-standardized,Urban,Controlled,Schooling,Higher,Bihar,66,53.7,78.2,"66 (53.7, 78.2)",10,Bihar
Age-standardized,Urban,Treated,Schooling,No education,Bihar,55.4,44.8,66.1,"55.4 (44.8, 66.1)",10,Bihar
Age-standardized,Urban,Controlled,Schooling,No education,Bihar,59.5,49.1,69.8,"59.5 (49.1, 69.8)",10,Bihar
Age-standardized,Urban,Treated,Schooling,Primary,Bihar,57.3,42,72.6,"57.3 (42, 72.6)",10,Bihar
Age-standardized,Urban,Controlled,Schooling,Primary,Bihar,67.7,53.8,81.7,"67.7 (53.8, 81.7)",10,Bihar
Age-standardized,Urban,Treated,Schooling,Secondary,Bihar,59.2,49.7,68.7,"59.2 (49.7, 68.7)",10,Bihar
Age-standardized,Urban,Controlled,Schooling,Secondary,Bihar,54.3,45.1,63.5,"54.3 (45.1, 63.5)",10,Bihar
Age-standardized,Rural,Treated,Schooling,Higher,Sikkim,72.4,48.5,96.2,"72.4 (48.5, 96.2)",11,Sikkim
Age-standardized,Rural,Controlled,Schooling,Higher,Sikkim,51.2,26.2,76.1,"51.2 (26.2, 76.1)",11,Sikkim
Age-standardized,Rural,Treated,Schooling,No education,Sikkim,64,48.5,79.5,"64 (48.5, 79.5)",11,Sikkim
Age-standardized,Rural,Controlled,Schooling,No education,Sikkim,61.8,47.6,76,"61.8 (47.6, 76)",11,Sikkim
Age-standardized,Rural,Treated,Schooling,Primary,Sikkim,55.6,40.9,70.2,"55.6 (40.9, 70.2)",11,Sikkim
Age-standardized,Rural,Controlled,Schooling,Primary,Sikkim,55.3,40.6,70,"55.3 (40.6, 70)",11,Sikkim
Age-standardized,Rural,Treated,Schooling,Secondary,Sikkim,71.5,60.3,82.6,"71.5 (60.3, 82.6)",11,Sikkim
Age-standardized,Rural,Controlled,Schooling,Secondary,Sikkim,57.1,42.2,72,"57.1 (42.2, 72)",11,Sikkim
Age-standardized,Urban,Treated,Schooling,Higher,Sikkim,72.6,41.2,103.9,"72.6 (41.2, 103.9)",11,Sikkim
Age-standardized,Urban,Controlled,Schooling,Higher,Sikkim,22.8,-3.7,49.2,"22.8 (-3.7, 49.2)",11,Sikkim
Age-standardized,Urban,Treated,Schooling,No education,Sikkim,89.6,69.5,109.6,"89.6 (69.5, 109.6)",11,Sikkim
Age-standardized,Urban,Controlled,Schooling,No education,Sikkim,36.3,-1.9,74.5,"36.3 (-1.9, 74.5)",11,Sikkim
Age-standardized,Urban,Treated,Schooling,Primary,Sikkim,92.3,78.1,106.4,"92.3 (78.1, 106.4)",11,Sikkim
Age-standardized,Urban,Controlled,Schooling,Primary,Sikkim,43.2,12.9,73.5,"43.2 (12.9, 73.5)",11,Sikkim
Age-standardized,Urban,Treated,Schooling,Secondary,Sikkim,60.3,42.4,78.2,"60.3 (42.4, 78.2)",11,Sikkim
Age-standardized,Urban,Controlled,Schooling,Secondary,Sikkim,50.3,30,70.5,"50.3 (30, 70.5)",11,Sikkim
Age-standardized,Rural,Treated,Schooling,Higher,Arunachal Pradesh,19.2,8.7,29.8,"19.2 (8.7, 29.8)",12,Arunachal Pradesh
Age-standardized,Rural,Controlled,Schooling,Higher,Arunachal Pradesh,78.4,68.9,87.9,"78.4 (68.9, 87.9)",12,Arunachal Pradesh
Age-standardized,Rural,Treated,Schooling,No education,Arunachal Pradesh,29,20,37.9,"29 (20, 37.9)",12,Arunachal Pradesh
Age-standardized,Rural,Controlled,Schooling,No education,Arunachal Pradesh,81.9,76.3,87.4,"81.9 (76.3, 87.4)",12,Arunachal Pradesh
Age-standardized,Rural,Treated,Schooling,Primary,Arunachal Pradesh,25.4,15.2,35.6,"25.4 (15.2, 35.6)",12,Arunachal Pradesh
Age-standardized,Rural,Controlled,Schooling,Primary,Arunachal Pradesh,72.4,61.8,83.1,"72.4 (61.8, 83.1)",12,Arunachal Pradesh
Age-standardized,Rural,Treated,Schooling,Secondary,Arunachal Pradesh,30.2,21.8,38.6,"30.2 (21.8, 38.6)",12,Arunachal Pradesh
Age-standardized,Rural,Controlled,Schooling,Secondary,Arunachal Pradesh,77.1,69.9,84.4,"77.1 (69.9, 84.4)",12,Arunachal Pradesh
Age-standardized,Urban,Treated,Schooling,Higher,Arunachal Pradesh,28.1,17.8,38.4,"28.1 (17.8, 38.4)",12,Arunachal Pradesh
Age-standardized,Urban,Controlled,Schooling,Higher,Arunachal Pradesh,86.1,78.1,94.2,"86.1 (78.1, 94.2)",12,Arunachal Pradesh
Age-standardized,Urban,Treated,Schooling,No education,Arunachal Pradesh,43,27.3,58.6,"43 (27.3, 58.6)",12,Arunachal Pradesh
Age-standardized,Urban,Controlled,Schooling,No education,Arunachal Pradesh,83.2,73.4,93.1,"83.2 (73.4, 93.1)",12,Arunachal Pradesh
