Level1,Level2,Level3,REGNAME,REGCODE,estimate,lci,uci,est_ci,nfhs5_statecode,nfhs5_statename
Age-standardized,Treated,Male,Rudraprayag,58,58.1,24.2,91.9,"58.1 (24.2, 91.9)",5,Uttarakhand
Age-standardized,Controlled,Male,Rudraprayag,58,56.9,22.9,90.9,"56.9 (22.9, 90.9)",5,Uttarakhand
Age-standardized,Treated,Female,Tehri Garhwal,59,62.3,28.3,96.3,"62.3 (28.3, 96.3)",5,Uttarakhand
Age-standardized,Controlled,Female,Tehri Garhwal,59,56.8,20.3,93.3,"56.8 (20.3, 93.3)",5,Uttarakhand
Age-standardized,Treated,Male,Tehri Garhwal,59,32.8,19.3,46.2,"32.8 (19.3, 46.2)",5,Uttarakhand
Age-standardized,Controlled,Male,Tehri Garhwal,59,32.9,16.7,49.2,"32.9 (16.7, 49.2)",5,Uttarakhand
Age-standardized,Treated,Female,Dehradun,60,59.9,35.4,84.3,"59.9 (35.4, 84.3)",5,Uttarakhand
Age-standardized,Controlled,Female,Dehradun,60,54.1,33.4,74.9,"54.1 (33.4, 74.9)",5,Uttarakhand
Age-standardized,Treated,Male,Dehradun,60,56,34.2,77.7,"56 (34.2, 77.7)",5,Uttarakhand
Age-standardized,Controlled,Male,Dehradun,60,61,45.2,76.7,"61 (45.2, 76.7)",5,Uttarakhand
Age-standardized,Treated,Female,Garhwal,61,53.6,27.5,79.6,"53.6 (27.5, 79.6)",5,Uttarakhand
Age-standardized,Controlled,Female,Garhwal,61,68.8,56.4,81.2,"68.8 (56.4, 81.2)",5,Uttarakhand
Age-standardized,Treated,Male,Garhwal,61,50.2,26.2,74.2,"50.2 (26.2, 74.2)",5,Uttarakhand
Age-standardized,Controlled,Male,Garhwal,61,67,53.1,81,"67 (53.1, 81)",5,Uttarakhand
Age-standardized,Treated,Female,Pithoragarh,62,45.9,14.1,77.8,"45.9 (14.1, 77.8)",5,Uttarakhand
Age-standardized,Controlled,Female,Pithoragarh,62,75.8,57.8,93.8,"75.8 (57.8, 93.8)",5,Uttarakhand
Age-standardized,Treated,Male,Pithoragarh,62,58.9,48.9,68.9,"58.9 (48.9, 68.9)",5,Uttarakhand
Age-standardized,Controlled,Male,Pithoragarh,62,77.2,61,93.5,"77.2 (61, 93.5)",5,Uttarakhand
Age-standardized,Treated,Female,Bageshwar,63,26.7,7.3,46.2,"26.7 (7.3, 46.2)",5,Uttarakhand
Age-standardized,Controlled,Female,Bageshwar,63,64.3,35.6,92.9,"64.3 (35.6, 92.9)",5,Uttarakhand
Age-standardized,Treated,Male,Bageshwar,63,66.5,34.7,98.2,"66.5 (34.7, 98.2)",5,Uttarakhand
Age-standardized,Controlled,Male,Bageshwar,63,54.8,36.7,72.8,"54.8 (36.7, 72.8)",5,Uttarakhand
Age-standardized,Treated,Female,Almora,64,81.1,66.6,95.7,"81.1 (66.6, 95.7)",5,Uttarakhand
Age-standardized,Controlled,Female,Almora,64,60.4,24.9,95.9,"60.4 (24.9, 95.9)",5,Uttarakhand
Age-standardized,Treated,Male,Almora,64,72.1,39,105.1,"72.1 (39, 105.1)",5,Uttarakhand
Age-standardized,Controlled,Male,Almora,64,53.6,17.8,89.5,"53.6 (17.8, 89.5)",5,Uttarakhand
Age-standardized,Treated,Female,Champawat,65,40.1,18.2,62.1,"40.1 (18.2, 62.1)",5,Uttarakhand
Age-standardized,Controlled,Female,Champawat,65,77.6,62.9,92.4,"77.6 (62.9, 92.4)",5,Uttarakhand
Age-standardized,Treated,Male,Champawat,65,63,41.8,84.2,"63 (41.8, 84.2)",5,Uttarakhand
Age-standardized,Controlled,Male,Champawat,65,55.3,39.5,71.1,"55.3 (39.5, 71.1)",5,Uttarakhand
Age-standardized,Treated,Female,Nainital,66,68.2,54.2,82.2,"68.2 (54.2, 82.2)",5,Uttarakhand
Age-standardized,Controlled,Female,Nainital,66,51.2,29.5,72.9,"51.2 (29.5, 72.9)",5,Uttarakhand
Age-standardized,Treated,Male,Nainital,66,49.6,30.3,68.9,"49.6 (30.3, 68.9)",5,Uttarakhand
Age-standardized,Controlled,Male,Nainital,66,63.5,43.9,83,"63.5 (43.9, 83)",5,Uttarakhand
Age-standardized,Treated,Female,Udham Singh Nagar,67,61.2,37,85.3,"61.2 (37, 85.3)",5,Uttarakhand
Age-standardized,Controlled,Female,Udham Singh Nagar,67,61.9,46,77.9,"61.9 (46, 77.9)",5,Uttarakhand
Age-standardized,Treated,Male,Udham Singh Nagar,67,68,53.6,82.4,"68 (53.6, 82.4)",5,Uttarakhand
Age-standardized,Controlled,Male,Udham Singh Nagar,67,38.8,22.3,55.3,"38.8 (22.3, 55.3)",5,Uttarakhand
Age-standardized,Treated,Female,Hardwar,68,60.1,40.2,80.1,"60.1 (40.2, 80.1)",5,Uttarakhand
Age-standardized,Controlled,Female,Hardwar,68,66,50.3,81.8,"66 (50.3, 81.8)",5,Uttarakhand
Age-standardized,Treated,Male,Hardwar,68,58,39.8,76.2,"58 (39.8, 76.2)",5,Uttarakhand
Age-standardized,Controlled,Male,Hardwar,68,68.9,53.8,84,"68.9 (53.8, 84)",5,Uttarakhand
Age-standardized,Treated,Female,Panchkula,69,54.9,33.5,76.3,"54.9 (33.5, 76.3)",6,Haryana
Age-standardized,Controlled,Female,Panchkula,69,43.8,18.7,68.9,"43.8 (18.7, 68.9)",6,Haryana
Age-standardized,Treated,Male,Panchkula,69,90.5,80.4,100.6,"90.5 (80.4, 100.6)",6,Haryana
Age-standardized,Controlled,Male,Panchkula,69,59.2,36.9,81.5,"59.2 (36.9, 81.5)",6,Haryana
Age-standardized,Treated,Female,Ambala,70,67.6,47.5,87.7,"67.6 (47.5, 87.7)",6,Haryana
Age-standardized,Controlled,Female,Ambala,70,72.8,56.4,89.1,"72.8 (56.4, 89.1)",6,Haryana
Age-standardized,Treated,Male,Ambala,70,48.8,27.9,69.7,"48.8 (27.9, 69.7)",6,Haryana
Age-standardized,Controlled,Male,Ambala,70,68,51.6,84.3,"68 (51.6, 84.3)",6,Haryana
Age-standardized,Treated,Female,Yamunanagar,71,59.1,44.3,73.9,"59.1 (44.3, 73.9)",6,Haryana
Age-standardized,Controlled,Female,Yamunanagar,71,64.9,52.6,77.3,"64.9 (52.6, 77.3)",6,Haryana
Age-standardized,Treated,Male,Yamunanagar,71,51.3,36.2,66.3,"51.3 (36.2, 66.3)",6,Haryana
Age-standardized,Controlled,Male,Yamunanagar,71,68,55.6,80.4,"68 (55.6, 80.4)",6,Haryana
Age-standardized,Treated,Female,Kurukshetra,72,40,31.5,48.4,"40 (31.5, 48.4)",6,Haryana
Age-standardized,Controlled,Female,Kurukshetra,72,74,64.9,83,"74 (64.9, 83)",6,Haryana
Age-standardized,Treated,Male,Kurukshetra,72,53.8,36.6,71,"53.8 (36.6, 71)",6,Haryana
Age-standardized,Controlled,Male,Kurukshetra,72,70.1,58.4,81.8,"70.1 (58.4, 81.8)",6,Haryana
Age-standardized,Treated,Female,Kaithal,73,51.7,21.6,81.7,"51.7 (21.6, 81.7)",6,Haryana
Age-standardized,Controlled,Female,Kaithal,73,48.8,17.6,80,"48.8 (17.6, 80)",6,Haryana
Age-standardized,Treated,Male,Kaithal,73,47.7,20.4,75.1,"47.7 (20.4, 75.1)",6,Haryana
Age-standardized,Controlled,Male,Kaithal,73,34.9,15.7,54.1,"34.9 (15.7, 54.1)",6,Haryana
Age-standardized,Treated,Female,Karnal,74,41.6,28,55.2,"41.6 (28, 55.2)",6,Haryana
Age-standardized,Controlled,Female,Karnal,74,71.3,58.8,83.9,"71.3 (58.8, 83.9)",6,Haryana
Age-standardized,Treated,Male,Karnal,74,65.3,44.8,85.8,"65.3 (44.8, 85.8)",6,Haryana
Age-standardized,Controlled,Male,Karnal,74,56.6,37.9,75.3,"56.6 (37.9, 75.3)",6,Haryana
Age-standardized,Treated,Female,Panipat,75,38,22.6,53.5,"38 (22.6, 53.5)",6,Haryana
Age-standardized,Controlled,Female,Panipat,75,74.1,66.2,82,"74.1 (66.2, 82)",6,Haryana
Age-standardized,Treated,Male,Panipat,75,31.8,18.2,45.5,"31.8 (18.2, 45.5)",6,Haryana
Age-standardized,Controlled,Male,Panipat,75,68,54.5,81.6,"68 (54.5, 81.6)",6,Haryana
Age-standardized,Treated,Female,Sonipat,76,54.6,35.5,73.6,"54.6 (35.5, 73.6)",6,Haryana
Age-standardized,Controlled,Female,Sonipat,76,65.1,48.7,81.5,"65.1 (48.7, 81.5)",6,Haryana
Age-standardized,Treated,Male,Sonipat,76,41.2,18.7,63.6,"41.2 (18.7, 63.6)",6,Haryana
Age-standardized,Controlled,Male,Sonipat,76,73.1,55.2,91,"73.1 (55.2, 91)",6,Haryana
Age-standardized,Treated,Female,Jind,77,42.5,24.7,60.4,"42.5 (24.7, 60.4)",6,Haryana
Age-standardized,Controlled,Female,Jind,77,70.5,52.9,88.2,"70.5 (52.9, 88.2)",6,Haryana
Age-standardized,Treated,Male,Jind,77,59.6,26.2,93,"59.6 (26.2, 93)",6,Haryana
Age-standardized,Controlled,Male,Jind,77,39.1,5.5,72.7,"39.1 (5.5, 72.7)",6,Haryana
Age-standardized,Treated,Female,Fatehabad,78,64.8,40.8,88.9,"64.8 (40.8, 88.9)",6,Haryana
Age-standardized,Controlled,Female,Fatehabad,78,42.1,15,69.3,"42.1 (15, 69.3)",6,Haryana
Age-standardized,Treated,Male,Fatehabad,78,78.3,52.6,104,"78.3 (52.6, 104)",6,Haryana
Age-standardized,Controlled,Male,Fatehabad,78,54.2,23.7,84.8,"54.2 (23.7, 84.8)",6,Haryana
Age-standardized,Treated,Female,Sirsa,79,23.3,16.5,30.2,"23.3 (16.5, 30.2)",6,Haryana
Age-standardized,Controlled,Female,Sirsa,79,80.1,72.1,88.2,"80.1 (72.1, 88.2)",6,Haryana
Age-standardized,Treated,Male,Sirsa,79,28.1,14.8,41.4,"28.1 (14.8, 41.4)",6,Haryana
Age-standardized,Controlled,Male,Sirsa,79,81.3,71.3,91.3,"81.3 (71.3, 91.3)",6,Haryana
Age-standardized,Treated,Female,Hisar,80,23.7,12.6,34.8,"23.7 (12.6, 34.8)",6,Haryana
Age-standardized,Controlled,Female,Hisar,80,82.8,73.3,92.4,"82.8 (73.3, 92.4)",6,Haryana
Age-standardized,Treated,Male,Hisar,80,29,16.4,41.5,"29 (16.4, 41.5)",6,Haryana
Age-standardized,Controlled,Male,Hisar,80,70.7,58.6,82.7,"70.7 (58.6, 82.7)",6,Haryana
Age-standardized,Treated,Female,Rohtak,82,27.1,15.9,38.3,"27.1 (15.9, 38.3)",6,Haryana
Age-standardized,Controlled,Female,Rohtak,82,88,82.3,93.8,"88 (82.3, 93.8)",6,Haryana
Age-standardized,Treated,Male,Rohtak,82,31.1,14.6,47.6,"31.1 (14.6, 47.6)",6,Haryana
Age-standardized,Controlled,Male,Rohtak,82,73,59.9,86,"73 (59.9, 86)",6,Haryana
Age-standardized,Treated,Female,Jhajjar,83,32.9,19.5,46.3,"32.9 (19.5, 46.3)",6,Haryana
Age-standardized,Controlled,Female,Jhajjar,83,65.7,47.1,84.3,"65.7 (47.1, 84.3)",6,Haryana
Age-standardized,Treated,Male,Jhajjar,83,66.3,44.2,88.4,"66.3 (44.2, 88.4)",6,Haryana
Age-standardized,Controlled,Male,Jhajjar,83,54.4,33.4,75.4,"54.4 (33.4, 75.4)",6,Haryana
Age-standardized,Treated,Female,Mahendragarh,84,48.3,14.6,82.1,"48.3 (14.6, 82.1)",6,Haryana
Age-standardized,Controlled,Female,Mahendragarh,84,64.3,37.6,91,"64.3 (37.6, 91)",6,Haryana
Age-standardized,Treated,Male,Mahendragarh,84,94.5,88.8,100.1,"94.5 (88.8, 100.1)",6,Haryana
Age-standardized,Controlled,Male,Mahendragarh,84,32.8,5.6,59.9,"32.8 (5.6, 59.9)",6,Haryana
Age-standardized,Treated,Female,Rewari,85,61.9,25.3,98.4,"61.9 (25.3, 98.4)",6,Haryana
Age-standardized,Controlled,Female,Rewari,85,46.6,10.6,82.6,"46.6 (10.6, 82.6)",6,Haryana
Age-standardized,Treated,Male,Rewari,85,53.5,23.2,83.7,"53.5 (23.2, 83.7)",6,Haryana
Age-standardized,Controlled,Male,Rewari,85,66.6,37.5,95.8,"66.6 (37.5, 95.8)",6,Haryana
Age-standardized,Treated,Female,Gurgaon,86,72.9,42.6,103.3,"72.9 (42.6, 103.3)",6,Haryana
Age-standardized,Controlled,Female,Gurgaon,86,83.3,71.2,95.4,"83.3 (71.2, 95.4)",6,Haryana
Age-standardized,Treated,Male,Gurgaon,86,38.2,18,58.3,"38.2 (18, 58.3)",6,Haryana
Age-standardized,Controlled,Male,Gurgaon,86,73.8,57.8,89.8,"73.8 (57.8, 89.8)",6,Haryana
Age-standardized,Treated,Female,Mewat,87,44.4,7.9,80.8,"44.4 (7.9, 80.8)",6,Haryana
Age-standardized,Controlled,Female,Mewat,87,77.5,61.2,93.7,"77.5 (61.2, 93.7)",6,Haryana
Age-standardized,Treated,Male,Mewat,87,71.6,44.6,98.7,"71.6 (44.6, 98.7)",6,Haryana
Age-standardized,Controlled,Male,Mewat,87,74.7,50.3,99.2,"74.7 (50.3, 99.2)",6,Haryana
Age-standardized,Treated,Female,Faridabad,88,70.5,44,96.9,"70.5 (44, 96.9)",6,Haryana
Age-standardized,Controlled,Female,Faridabad,88,62.1,42.4,81.7,"62.1 (42.4, 81.7)",6,Haryana
Age-standardized,Treated,Male,Faridabad,88,71,49.9,92.1,"71 (49.9, 92.1)",6,Haryana
Age-standardized,Controlled,Male,Faridabad,88,50.2,24.9,75.6,"50.2 (24.9, 75.6)",6,Haryana
Age-standardized,Treated,Female,Palwal,89,60.9,40.9,80.9,"60.9 (40.9, 80.9)",6,Haryana
Age-standardized,Controlled,Female,Palwal,89,72,61.6,82.5,"72 (61.6, 82.5)",6,Haryana
Age-standardized,Treated,Male,Palwal,89,49,27.7,70.3,"49 (27.7, 70.3)",6,Haryana
Age-standardized,Controlled,Male,Palwal,89,50.8,31.3,70.3,"50.8 (31.3, 70.3)",6,Haryana
Age-standardized,Treated,Female,Ganganagar,99,32.7,17.7,47.6,"32.7 (17.7, 47.6)",8,Rajasthan
Age-standardized,Controlled,Female,Ganganagar,99,78.2,67.3,89.2,"78.2 (67.3, 89.2)",8,Rajasthan
Age-standardized,Treated,Male,Ganganagar,99,29.8,12.4,47.1,"29.8 (12.4, 47.1)",8,Rajasthan
Age-standardized,Controlled,Male,Ganganagar,99,88.4,79,97.8,"88.4 (79, 97.8)",8,Rajasthan
Age-standardized,Treated,Female,Hanumangarh,100,23.2,11.6,34.8,"23.2 (11.6, 34.8)",8,Rajasthan
Age-standardized,Controlled,Female,Hanumangarh,100,85.8,77.5,94.1,"85.8 (77.5, 94.1)",8,Rajasthan
Age-standardized,Treated,Male,Hanumangarh,100,21.9,12.8,31,"21.9 (12.8, 31)",8,Rajasthan
Age-standardized,Controlled,Male,Hanumangarh,100,81.5,73.7,89.4,"81.5 (73.7, 89.4)",8,Rajasthan
Age-standardized,Treated,Female,Bikaner,101,45.7,23,68.4,"45.7 (23, 68.4)",8,Rajasthan
Age-standardized,Controlled,Female,Bikaner,101,78.8,66.5,91.1,"78.8 (66.5, 91.1)",8,Rajasthan
Age-standardized,Treated,Male,Bikaner,101,29.3,10.9,47.8,"29.3 (10.9, 47.8)",8,Rajasthan
Age-standardized,Controlled,Male,Bikaner,101,90.2,81.7,98.7,"90.2 (81.7, 98.7)",8,Rajasthan
Age-standardized,Treated,Female,Churu,102,33.7,9.6,57.7,"33.7 (9.6, 57.7)",8,Rajasthan
Age-standardized,Controlled,Female,Churu,102,82.8,72.4,93.2,"82.8 (72.4, 93.2)",8,Rajasthan
Age-standardized,Treated,Male,Churu,102,34.9,21.1,48.7,"34.9 (21.1, 48.7)",8,Rajasthan
Age-standardized,Controlled,Male,Churu,102,80.2,67.6,92.7,"80.2 (67.6, 92.7)",8,Rajasthan
Age-standardized,Treated,Female,Jhunjhunun,103,25.3,9.2,41.4,"25.3 (9.2, 41.4)",8,Rajasthan
Age-standardized,Controlled,Female,Jhunjhunun,103,89.2,83.8,94.7,"89.2 (83.8, 94.7)",8,Rajasthan
Age-standardized,Treated,Male,Jhunjhunun,103,21.7,7.5,36,"21.7 (7.5, 36)",8,Rajasthan
Age-standardized,Controlled,Male,Jhunjhunun,103,84,71.9,96.1,"84 (71.9, 96.1)",8,Rajasthan
Age-standardized,Treated,Female,Alwar,104,39.4,6.8,71.9,"39.4 (6.8, 71.9)",8,Rajasthan
Age-standardized,Controlled,Female,Alwar,104,71.7,52.2,91.2,"71.7 (52.2, 91.2)",8,Rajasthan
Age-standardized,Treated,Male,Alwar,104,60.6,33.1,88,"60.6 (33.1, 88)",8,Rajasthan
Age-standardized,Controlled,Male,Alwar,104,59.6,38.2,81,"59.6 (38.2, 81)",8,Rajasthan
Age-standardized,Treated,Female,Bharatpur,105,61.6,27.4,95.8,"61.6 (27.4, 95.8)",8,Rajasthan
Age-standardized,Controlled,Female,Bharatpur,105,88.2,80.2,96.3,"88.2 (80.2, 96.3)",8,Rajasthan
Age-standardized,Treated,Male,Bharatpur,105,69.6,47.7,91.5,"69.6 (47.7, 91.5)",8,Rajasthan
Age-standardized,Controlled,Male,Bharatpur,105,57,27.8,86.2,"57 (27.8, 86.2)",8,Rajasthan
Age-standardized,Treated,Female,Dhaulpur,106,74.2,52.8,95.5,"74.2 (52.8, 95.5)",8,Rajasthan
Age-standardized,Controlled,Female,Dhaulpur,106,50.3,22.4,78.2,"50.3 (22.4, 78.2)",8,Rajasthan
Age-standardized,Treated,Male,Dhaulpur,106,62.2,5.7,118.7,"62.2 (5.7, 118.7)",8,Rajasthan
Age-standardized,Controlled,Male,Dhaulpur,106,18.5,7.1,30,"18.5 (7.1, 30)",8,Rajasthan
Age-standardized,Treated,Female,Karauli,107,75.9,49.2,102.7,"75.9 (49.2, 102.7)",8,Rajasthan
Age-standardized,Controlled,Female,Karauli,107,90.7,77.5,104,"90.7 (77.5, 104)",8,Rajasthan
Age-standardized,Treated,Male,Karauli,107,41.2,12.4,70,"41.2 (12.4, 70)",8,Rajasthan
Age-standardized,Controlled,Male,Karauli,107,82.1,61.5,102.7,"82.1 (61.5, 102.7)",8,Rajasthan
Age-standardized,Treated,Female,Sawai Madhopur,108,50.4,21.8,79.1,"50.4 (21.8, 79.1)",8,Rajasthan
Age-standardized,Controlled,Female,Sawai Madhopur,108,94.2,86.9,101.6,"94.2 (86.9, 101.6)",8,Rajasthan
Age-standardized,Treated,Male,Sawai Madhopur,108,73,56,90.1,"73 (56, 90.1)",8,Rajasthan
Age-standardized,Controlled,Male,Sawai Madhopur,108,64,49.6,78.4,"64 (49.6, 78.4)",8,Rajasthan
Age-standardized,Treated,Female,Dausa,109,30.8,0.8,60.8,"30.8 (0.8, 60.8)",8,Rajasthan
Age-standardized,Controlled,Female,Dausa,109,90.4,76.3,104.5,"90.4 (76.3, 104.5)",8,Rajasthan
Age-standardized,Treated,Male,Dausa,109,17.8,4.9,30.7,"17.8 (4.9, 30.7)",8,Rajasthan
Age-standardized,Controlled,Male,Dausa,109,84,70.2,97.8,"84 (70.2, 97.8)",8,Rajasthan
Age-standardized,Treated,Female,Jaipur,110,42.7,19.6,65.7,"42.7 (19.6, 65.7)",8,Rajasthan
Age-standardized,Controlled,Female,Jaipur,110,88.9,81.9,95.9,"88.9 (81.9, 95.9)",8,Rajasthan
Age-standardized,Treated,Male,Jaipur,110,66.6,41.6,91.7,"66.6 (41.6, 91.7)",8,Rajasthan
Age-standardized,Controlled,Male,Jaipur,110,59.5,37.8,81.1,"59.5 (37.8, 81.1)",8,Rajasthan
Age-standardized,Treated,Female,Sikar,111,48.8,23.9,73.7,"48.8 (23.9, 73.7)",8,Rajasthan
Age-standardized,Controlled,Female,Sikar,111,75.6,60.4,90.8,"75.6 (60.4, 90.8)",8,Rajasthan
Age-standardized,Treated,Male,Sikar,111,48.4,27.8,69,"48.4 (27.8, 69)",8,Rajasthan
Age-standardized,Controlled,Male,Sikar,111,84.1,74.1,94.1,"84.1 (74.1, 94.1)",8,Rajasthan
Age-standardized,Treated,Female,Nagaur,112,58.7,32.3,85.2,"58.7 (32.3, 85.2)",8,Rajasthan
Age-standardized,Controlled,Female,Nagaur,112,45.6,18.6,72.5,"45.6 (18.6, 72.5)",8,Rajasthan
Age-standardized,Treated,Male,Nagaur,112,50.2,13.5,86.9,"50.2 (13.5, 86.9)",8,Rajasthan
Age-standardized,Controlled,Male,Nagaur,112,63.8,32.3,95.3,"63.8 (32.3, 95.3)",8,Rajasthan
Age-standardized,Treated,Female,Jodhpur,113,46,23,69,"46 (23, 69)",8,Rajasthan
Age-standardized,Controlled,Female,Jodhpur,113,81.6,68.3,94.9,"81.6 (68.3, 94.9)",8,Rajasthan
Age-standardized,Treated,Male,Jodhpur,113,35.1,5.8,64.3,"35.1 (5.8, 64.3)",8,Rajasthan
Age-standardized,Controlled,Male,Jodhpur,113,82.5,68.7,96.3,"82.5 (68.7, 96.3)",8,Rajasthan
Age-standardized,Treated,Female,Jaisalmer,114,36.5,10.8,62.1,"36.5 (10.8, 62.1)",8,Rajasthan
Age-standardized,Controlled,Female,Jaisalmer,114,80.3,64,96.6,"80.3 (64, 96.6)",8,Rajasthan
Age-standardized,Treated,Male,Jaisalmer,114,40.9,9.8,72,"40.9 (9.8, 72)",8,Rajasthan
Age-standardized,Controlled,Male,Jaisalmer,114,71.1,51.3,90.9,"71.1 (51.3, 90.9)",8,Rajasthan
Age-standardized,Treated,Female,Barmer,115,75,48.8,101.2,"75 (48.8, 101.2)",8,Rajasthan
Age-standardized,Controlled,Female,Barmer,115,39.5,17.6,61.3,"39.5 (17.6, 61.3)",8,Rajasthan
Age-standardized,Treated,Male,Barmer,115,100,100,100,"100 (100, 100)",8,Rajasthan
Age-standardized,Controlled,Male,Barmer,115,54.7,-0.3,109.7,"54.7 (-0.3, 109.7)",8,Rajasthan
Age-standardized,Treated,Female,Jalor,116,80.4,57.7,103.2,"80.4 (57.7, 103.2)",8,Rajasthan
Age-standardized,Controlled,Female,Jalor,116,64.4,55.3,73.5,"64.4 (55.3, 73.5)",8,Rajasthan
Age-standardized,Treated,Male,Jalor,116,80.8,52.9,108.6,"80.8 (52.9, 108.6)",8,Rajasthan
Age-standardized,Controlled,Male,Jalor,116,71.2,57.7,84.7,"71.2 (57.7, 84.7)",8,Rajasthan
Age-standardized,Treated,Female,Sirohi,117,52.4,16.2,88.7,"52.4 (16.2, 88.7)",8,Rajasthan
Age-standardized,Controlled,Female,Sirohi,117,61,31.4,90.6,"61 (31.4, 90.6)",8,Rajasthan
Age-standardized,Treated,Male,Sirohi,117,56.5,25.3,87.7,"56.5 (25.3, 87.7)",8,Rajasthan
Age-standardized,Controlled,Male,Sirohi,117,73.7,55.4,92,"73.7 (55.4, 92)",8,Rajasthan
Age-standardized,Treated,Female,Pali,118,32.7,21.3,44.1,"32.7 (21.3, 44.1)",8,Rajasthan
Age-standardized,Controlled,Female,Pali,118,81.8,67.7,95.9,"81.8 (67.7, 95.9)",8,Rajasthan
Age-standardized,Treated,Male,Pali,118,31.5,17.6,45.3,"31.5 (17.6, 45.3)",8,Rajasthan
Age-standardized,Controlled,Male,Pali,118,81.4,70.7,92.2,"81.4 (70.7, 92.2)",8,Rajasthan
Age-standardized,Treated,Female,Ajmer,119,49.2,30.5,68,"49.2 (30.5, 68)",8,Rajasthan
Age-standardized,Controlled,Female,Ajmer,119,69.2,45.6,92.9,"69.2 (45.6, 92.9)",8,Rajasthan
Age-standardized,Treated,Male,Ajmer,119,46.5,27.8,65.3,"46.5 (27.8, 65.3)",8,Rajasthan
Age-standardized,Controlled,Male,Ajmer,119,79.6,67.8,91.5,"79.6 (67.8, 91.5)",8,Rajasthan
Age-standardized,Treated,Female,Tonk,120,55.2,24.8,85.6,"55.2 (24.8, 85.6)",8,Rajasthan
Age-standardized,Controlled,Female,Tonk,120,69.4,45.8,93,"69.4 (45.8, 93)",8,Rajasthan
Age-standardized,Treated,Male,Tonk,120,91.3,74.1,108.5,"91.3 (74.1, 108.5)",8,Rajasthan
Age-standardized,Controlled,Male,Tonk,120,24.9,4.2,45.7,"24.9 (4.2, 45.7)",8,Rajasthan
Age-standardized,Treated,Female,Bundi,121,80,61.5,98.5,"80 (61.5, 98.5)",8,Rajasthan
Age-standardized,Controlled,Female,Bundi,121,62.5,38.4,86.7,"62.5 (38.4, 86.7)",8,Rajasthan
Age-standardized,Treated,Male,Bundi,121,25.2,17,33.4,"25.2 (17, 33.4)",8,Rajasthan
Age-standardized,Controlled,Male,Bundi,121,54.6,4.8,104.4,"54.6 (4.8, 104.4)",8,Rajasthan
Age-standardized,Treated,Female,Bhilwara,122,24.2,7.5,40.9,"24.2 (7.5, 40.9)",8,Rajasthan
Age-standardized,Controlled,Female,Bhilwara,122,93.9,84.6,103.3,"93.9 (84.6, 103.3)",8,Rajasthan
Age-standardized,Treated,Male,Bhilwara,122,42.1,15.6,68.5,"42.1 (15.6, 68.5)",8,Rajasthan
Age-standardized,Controlled,Male,Bhilwara,122,72.4,46.1,98.8,"72.4 (46.1, 98.8)",8,Rajasthan
Age-standardized,Treated,Female,Rajsamand,123,53,27.2,78.8,"53 (27.2, 78.8)",8,Rajasthan
Age-standardized,Controlled,Female,Rajsamand,123,67.7,45,90.4,"67.7 (45, 90.4)",8,Rajasthan
Age-standardized,Treated,Male,Rajsamand,123,62.1,40.7,83.5,"62.1 (40.7, 83.5)",8,Rajasthan
Age-standardized,Controlled,Male,Rajsamand,123,95.6,87.5,103.8,"95.6 (87.5, 103.8)",8,Rajasthan
Age-standardized,Treated,Female,Dungarpur,124,22.4,1.1,43.8,"22.4 (1.1, 43.8)",8,Rajasthan
Age-standardized,Controlled,Female,Dungarpur,124,90.8,78.2,103.3,"90.8 (78.2, 103.3)",8,Rajasthan
Age-standardized,Treated,Male,Dungarpur,124,25.8,18.5,33,"25.8 (18.5, 33)",8,Rajasthan
Age-standardized,Controlled,Male,Dungarpur,124,77.1,69.8,84.5,"77.1 (69.8, 84.5)",8,Rajasthan
Age-standardized,Treated,Female,Banswara,125,87.4,61.9,112.9,"87.4 (61.9, 112.9)",8,Rajasthan
Age-standardized,Controlled,Female,Banswara,125,60.7,27.1,94.3,"60.7 (27.1, 94.3)",8,Rajasthan
Age-standardized,Treated,Male,Banswara,125,52.6,18.2,87,"52.6 (18.2, 87)",8,Rajasthan
Age-standardized,Controlled,Male,Banswara,125,53.8,17.9,89.6,"53.8 (17.9, 89.6)",8,Rajasthan
Age-standardized,Treated,Female,Chittaurgarh,126,94.1,82.9,105.3,"94.1 (82.9, 105.3)",8,Rajasthan
Age-standardized,Controlled,Female,Chittaurgarh,126,61.4,29.4,93.5,"61.4 (29.4, 93.5)",8,Rajasthan
Age-standardized,Treated,Male,Chittaurgarh,126,56.1,25.7,86.5,"56.1 (25.7, 86.5)",8,Rajasthan
Age-standardized,Controlled,Male,Chittaurgarh,126,64.6,36.3,92.9,"64.6 (36.3, 92.9)",8,Rajasthan
Age-standardized,Treated,Female,Kota,127,72.8,51.3,94.3,"72.8 (51.3, 94.3)",8,Rajasthan
Age-standardized,Controlled,Female,Kota,127,70.9,52.9,88.9,"70.9 (52.9, 88.9)",8,Rajasthan
Age-standardized,Treated,Male,Kota,127,88.2,74.8,101.6,"88.2 (74.8, 101.6)",8,Rajasthan
Age-standardized,Controlled,Male,Kota,127,66.7,38.7,94.7,"66.7 (38.7, 94.7)",8,Rajasthan
Age-standardized,Treated,Female,Baran,128,68,29.5,106.4,"68 (29.5, 106.4)",8,Rajasthan
Age-standardized,Controlled,Female,Baran,128,83.1,67.6,98.7,"83.1 (67.6, 98.7)",8,Rajasthan
